platform,phase,source,text,likes,comments,shares,views,date,pre_sentiment,age,text_clean,language,fashion_category
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Lovely but not for me. I saw this online and loved it. plus after reading the reviews i thought why not. but if you have a big chest beware. i am a 34ddd and a pretty solid medium. the volumous front of the vest added way to much to me and i sized down to a small. had to return. Intimate Lounge,0,0,0,0,,Neutral,24.0,Lovely but not for me. I saw this online and loved it. plus after reading the reviews i thought why not. but if you have a big chest beware. i am a 34ddd and a pretty solid medium. the volumous front of the vest added way to much to me and i sized down to a small. had to return. Intimate Lounge,English,Accessories
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Dream pants do come true. Let it be known that i hate shopping for jeans. i recently had my go-to skinny jeans rip by my back pocket and new i needed to get something new & better stat. i have a pair of black ag sateens that i got a few years ago, and i decided to try out this pair. i got them in the mail yesterday, and i never want to part with them! they are perfection. they hit perfectly on my waist; they're incredibly comfortable and basically make you feel like you're wearing the jean equivalent to yoga pants. they Bottoms Jeans",4,0,0,0,,Positive,26.0,"Dream pants do come true. Let it be known that i hate shopping for jeans. i recently had my go-to skinny jeans rip by my back pocket and new i needed to get something new & better stat. i have a pair of black ag sateens that i got a few years ago, and i decided to try out this pair. i got them in the mail yesterday, and i never want to part with them! they are perfection. they hit perfectly on my waist; they're incredibly comfortable and basically make you feel like you're wearing the jean equivalent to yoga pants. they Bottoms Jeans",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Order up a size!. After reading the reviews about this top being really clingy, i decided to order up a size and purchased a medium. when i took it out of the box today and held it up it looked huge and i thought i had made a mistake. however when i tried it on it actually fit really well! i could see if i had ordered my usual small how it would have clinged to my body in a unflattering way. very happy with the top and thankful for the reviews. Tops Knits",0,0,0,0,,Positive,26.0,"Order up a size!. After reading the reviews about this top being really clingy, i decided to order up a size and purchased a medium. when i took it out of the box today and held it up it looked huge and i thought i had made a mistake. however when i tried it on it actually fit really well! i could see if i had ordered my usual small how it would have clinged to my body in a unflattering way. very happy with the top and thankful for the reviews. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Sweater season. Ive been on the hunt for big bulky sweaters because winter is coming and i live in the north, i saw this sweater and needed to give it a try. i got it i the mail and its truly gorgeous and extremely well made. this is the type of sweater to wear on a cold snowy day. it runs a little big but thats okay with me because its perfect to snuggle up in. i love this sweater but be aware it is thick and bulky so its not made to make you look like a twig. i like big sweaters and this design flows from sma Tops Sweaters",2,0,0,0,,Positive,22.0,"Sweater season. Ive been on the hunt for big bulky sweaters because winter is coming and i live in the north, i saw this sweater and needed to give it a try. i got it i the mail and its truly gorgeous and extremely well made. this is the type of sweater to wear on a cold snowy day. it runs a little big but thats okay with me because its perfect to snuggle up in. i love this sweater but be aware it is thick and bulky so its not made to make you look like a twig. i like big sweaters and this design flows from sma Tops Sweaters",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Not quite perfect. I really love the look of this jumpsuit, casual but classy. shapely but comfortable. i'm 5'4 and, similar to another reviewer, proportional torso to leg ratio. the legs were longer on me than the model in the picture, but no problem there because they're cuffed.however the arm holes are too big. my bra shows, and the particular one i got came damaged with some of the embroidery coming unraveled on the back. it's also supposed to be dry cleaned and that's annoying for casual wear. returning it. Bottoms Pants",1,0,0,0,,Neutral,25.0,"Not quite perfect. I really love the look of this jumpsuit, casual but classy. shapely but comfortable. i'm 5'4 and, similar to another reviewer, proportional torso to leg ratio. the legs were longer on me than the model in the picture, but no problem there because they're cuffed.however the arm holes are too big. my bra shows, and the particular one i got came damaged with some of the embroidery coming unraveled on the back. it's also supposed to be dry cleaned and that's annoying for casual wear. returning it. Bottoms Pants",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"A size 2 too big. I am usually a size 2 in tops. i am very, very rarely a size 0, so upon reading other reviews of this top i decided to order the 2 and assumed it would fit the way a 2 usually does. obviously this is designed to be a loose, flowing top. that's why i wanted to order it. however, the 2 is simply too loose in every direction. my primary gripe is that the arm holes are gaping and falling at the side in a way i don't think it intended.

i do really like the styling and quality, so i am planning on Tops Blouses",0,0,0,0,,Neutral,24.0,"A size 2 too big. I am usually a size 2 in tops. i am very, very rarely a size 0, so upon reading other reviews of this top i decided to order the 2 and assumed it would fit the way a 2 usually does. obviously this is designed to be a loose, flowing top. that's why i wanted to order it. however, the 2 is simply too loose in every direction. my primary gripe is that the arm holes are gaping and falling at the side in a way i don't think it intended. i do really like the styling and quality, so i am planning on Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Runs small. Bought these in 2p and i'm normally 0p in most pants. for reference, i'm 5'1 and 107 lbs and the 2 fit perfect! got many compliments on these pants Bottoms Pants",0,0,0,0,,Positive,26.0,"Runs small. Bought these in 2p and i'm normally 0p in most pants. for reference, i'm 5'1 and 107 lbs and the 2 fit perfect! got many compliments on these pants Bottoms Pants",English,General Fashion
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Color better in person. I purchased this top in the taupe color, and it is much prettier in person than it photographs online. it runs about a half size too large, and sits slightly off the shoulders. fun casual top for the fall. Tops Knits",0,0,0,0,,Positive,26.0,"Color better in person. I purchased this top in the taupe color, and it is much prettier in person than it photographs online. it runs about a half size too large, and sits slightly off the shoulders. fun casual top for the fall. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Add to your collection. It's hard to go wrong with the charlie's, especially in this fabric, keep them coming!! i wrote a review on the brush strokes as well. they fit pretty true to size, i'd say try both your usual size and one size down as well, they stretch out a little, so if they feel a little tight keep that in mind. because of the texture of these pants you can wear so many more colors than just usual black and white trouser fabric. try wearing a burnt orange, green, or pink (the isabella sinclair grid wrap but Bottoms Pants",1,0,0,0,,Positive,26.0,"Add to your collection. It's hard to go wrong with the charlie's, especially in this fabric, keep them coming!! i wrote a review on the brush strokes as well. they fit pretty true to size, i'd say try both your usual size and one size down as well, they stretch out a little, so if they feel a little tight keep that in mind. because of the texture of these pants you can wear so many more colors than just usual black and white trouser fabric. try wearing a burnt orange, green, or pink (the isabella sinclair grid wrap but Bottoms Pants",English,General Fashion
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Stunning, just wasn't quite right for my needs. So i actually loved this skirt (the tea rose color and coppery gold buttons were perfect together) and it's rare to find something that's simultaneously so form-fitting and comfortable.... but i hold a lot of my weight in my butt and thighs, and i just felt like it was a little too sexy for work (especially with that long slit - i might feel differently if it didn't have that slit, because then i could at least pair it with a cute oversized cardigan to tone things down a bit for the office). if Bottoms Skirts",0,0,0,0,,Positive,26.0,"Stunning, just wasn't quite right for my needs. So i actually loved this skirt (the tea rose color and coppery gold buttons were perfect together) and it's rare to find something that's simultaneously so form-fitting and comfortable.... but i hold a lot of my weight in my butt and thighs, and i just felt like it was a little too sexy for work (especially with that long slit - i might feel differently if it didn't have that slit, because then i could at least pair it with a cute oversized cardigan to tone things down a bit for the office). if Bottoms Skirts",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Very sheer and not as form fitting. I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes, the top and bottoms fit overall, but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work, which i am willing to work on s Intimate Intimates",0,0,0,0,,Neutral,24.0,"Very sheer and not as form fitting. I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes, the top and bottoms fit overall, but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work, which i am willing to work on s Intimate Intimates",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Beautiful fabric!. This top is everything i wanted it to be. the fabric is beautiful, and the fit is flowy and comfortable. i would love to own a u-neckline version. Tops Knits",0,0,0,0,,Positive,26.0,"Beautiful fabric!. This top is everything i wanted it to be. the fabric is beautiful, and the fit is flowy and comfortable. i would love to own a u-neckline version. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Really cute. This bra is just as cute in person as it is in the pic! i can tell it's pretty well made and i love that it has a lot of little details like on the straps and the cute front-closure and lacy racerback. it also fits pretty true to size, which is a must for me because i often get bras that leave my boobs spilling out. however, this bra isn't the comfiest even though it looks like it would be pretty comfy in the picture.the style doesn't look too stiff or anything and the size i got isn't too tight Intimate Intimates",0,0,0,0,,Positive,19.0,"Really cute. This bra is just as cute in person as it is in the pic! i can tell it's pretty well made and i love that it has a lot of little details like on the straps and the cute front-closure and lacy racerback. it also fits pretty true to size, which is a must for me because i often get bras that leave my boobs spilling out. however, this bra isn't the comfiest even though it looks like it would be pretty comfy in the picture.the style doesn't look too stiff or anything and the size i got isn't too tight Intimate Intimates",English,Accessories
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Good but runs very small. Retailer sizes are all over the place. i fell in love with this top, and tried it a couple of times to see if it would work. unfortunately i have to send it back. the design and colors are very good. the side slits are very high, right up to the waist, but the top still looks good. unfortunately it is very small. it still fits because of the long side slits, and is not that tight at the top due to sleeveless, but the fit just wasn't as flattering. it does seem to run 1-2 sizes small, so i a Tops Knits",1,0,0,0,,Positive,26.0,"Good but runs very small. Retailer sizes are all over the place. i fell in love with this top, and tried it a couple of times to see if it would work. unfortunately i have to send it back. the design and colors are very good. the side slits are very high, right up to the waist, but the top still looks good. unfortunately it is very small. it still fits because of the long side slits, and is not that tight at the top due to sleeveless, but the fit just wasn't as flattering. it does seem to run 1-2 sizes small, so i a Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Classic. The dress was great! the zipper was just a little tough but over all a very classic, feminine piece. Dresses Dresses",2,0,0,0,,Positive,24.0,"Classic. The dress was great! the zipper was just a little tough but over all a very classic, feminine piece. Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Cute!. This dress is very cute and fits quite well. you don't have to wear a bra with it, which is awesome, and it has delightful pockets. the downside is that the fabric on the top half is a little weird. it is very heavy and stiff. also, the inside has some fraying and the quality does not seem to be the best. i'm keeping it though. Dresses Dresses",1,0,0,0,,Neutral,26.0,"Cute!. This dress is very cute and fits quite well. you don't have to wear a bra with it, which is awesome, and it has delightful pockets. the downside is that the fabric on the top half is a little weird. it is very heavy and stiff. also, the inside has some fraying and the quality does not seem to be the best. i'm keeping it though. Dresses Dresses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. The design on this dress is so cute. it runs really small. i had to go up from my normal size 4 to a 6. i am not well endowed so the top was great on me. it's looks great on once k got a size that works. Dresses Dresses,0,0,0,0,,Positive,24.0,nan. The design on this dress is so cute. it runs really small. i had to go up from my normal size 4 to a 6. i am not well endowed so the top was great on me. it's looks great on once k got a size that works. Dresses Dresses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Unique spin to classic button down. I have been wanting to incorporate button down blouses into my wardrobe for months but hadn't found any that caught my eye. leave it to retailer to supply the best alternative to a classic look. i love everything from the bottom flare to the way it cinches my waist. i would say this is perfectly appropriate for a business setting while still giving you individual style. Tops Blouses,0,0,0,0,,Positive,22.0,Unique spin to classic button down. I have been wanting to incorporate button down blouses into my wardrobe for months but hadn't found any that caught my eye. leave it to retailer to supply the best alternative to a classic look. i love everything from the bottom flare to the way it cinches my waist. i would say this is perfectly appropriate for a business setting while still giving you individual style. Tops Blouses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Flattering. Super flattering! my mom and i both bought this, and we have very different body types. (we both had to size up a bit, as i have a large chest, and she has a large ribcage.) i got a size 10 (i'm normally a size 8), and she got a 12. it was much easier to zip up without bras on, and it seems to have been designed to not need a bra. my mom is pretty short (5""2'), so she's going to get her straps shortened. for reference, i'm about 5'9"". hope this helps! Dresses Dresses",7,0,0,0,,Positive,26.0,"Flattering. Super flattering! my mom and i both bought this, and we have very different body types. (we both had to size up a bit, as i have a large chest, and she has a large ribcage.) i got a size 10 (i'm normally a size 8), and she got a 12. it was much easier to zip up without bras on, and it seems to have been designed to not need a bra. my mom is pretty short (5""2'), so she's going to get her straps shortened. for reference, i'm about 5'9"". hope this helps! Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Great idea, okay execution. I have a shorter torso and so i usually love dresses that hit right at my waist- so this dress seemed perfect! 
i ordered a size 2 petite, which fit very well. the regular two (in picture) was not as well made. the straps didn't fit as well. they were less of an ""x"" and way more fabric. petite fit great. i think this dress is really fun but not very mature. i returned it because it didn't feel adult enough for the event. Dresses Dresses",8,0,0,0,,Positive,23.0,"Great idea, okay execution. I have a shorter torso and so i usually love dresses that hit right at my waist- so this dress seemed perfect! i ordered a size 2 petite, which fit very well. the regular two (in picture) was not as well made. the straps didn't fit as well. they were less of an ""x"" and way more fabric. petite fit great. i think this dress is really fun but not very mature. i returned it because it didn't feel adult enough for the event. Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"So different in a good way!. This blouse is pretty sheer, but perfect for a summer day. good coverage in the front and under arms on the sides for limited bra exposure, and a very cute opening in on the lower back. Tops Blouses",1,0,0,0,,Positive,25.0,"So different in a good way!. This blouse is pretty sheer, but perfect for a summer day. good coverage in the front and under arms on the sides for limited bra exposure, and a very cute opening in on the lower back. Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. I love this dress! perfect for both work and play and can be worn in all seasons thanks to the sleeves. Dresses Dresses,0,0,0,0,,Positive,23.0,nan. I love this dress! perfect for both work and play and can be worn in all seasons thanks to the sleeves. Dresses Dresses,English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. Love these pants! super comfortable, but feel high quality. i am usually a size 2 and the xs fits perfectly. Bottoms Pants",0,0,0,0,,Positive,24.0,"nan. Love these pants! super comfortable, but feel high quality. i am usually a size 2 and the xs fits perfectly. Bottoms Pants",English,General Fashion
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Great material and design!. As most other reviewers stated, the skirt does run a bit large and long. however, it is nothing a tailor can't fix! i plan on getting it taken in to fit higher up on my waist to make it both smaller and hit closer to below my knees rather than mid-calf. the elegance of the skirt can be dressed up or down depending on what top/shoes you pair it with. it feels well made and the coloring is much better in person than in the picture! Bottoms Skirts",0,0,0,0,,Positive,24.0,"Great material and design!. As most other reviewers stated, the skirt does run a bit large and long. however, it is nothing a tailor can't fix! i plan on getting it taken in to fit higher up on my waist to make it both smaller and hit closer to below my knees rather than mid-calf. the elegance of the skirt can be dressed up or down depending on what top/shoes you pair it with. it feels well made and the coloring is much better in person than in the picture! Bottoms Skirts",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Belle of the ball. I wore this dress to a party once and haven't been able to find an outfit that can top it! Dresses Dresses,0,0,0,0,,Positive,26.0,Belle of the ball. I wore this dress to a party once and haven't been able to find an outfit that can top it! Dresses Dresses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. I love this shirt, it's easy to belt. i just wish it was tighter. Tops Knits",0,0,0,0,,Positive,25.0,"nan. I love this shirt, it's easy to belt. i just wish it was tighter. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. This dress is absolutely beautiful. i was hesitant to purchase it due to the price, but i just couldn't resist. it's so flowy and comfortable. it's quite long on me; i'm 5'5 and have to wear heels so that it doesn't drag, but could easily be fixed with alerations. i wore this to a wedding and received so many compliments. Dresses Dresses",0,0,0,0,,Positive,26.0,"nan. This dress is absolutely beautiful. i was hesitant to purchase it due to the price, but i just couldn't resist. it's so flowy and comfortable. it's quite long on me; i'm 5'5 and have to wear heels so that it doesn't drag, but could easily be fixed with alerations. i wore this to a wedding and received so many compliments. Dresses Dresses",English,Traditional/Ethnic
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Great shirt, excellent details. I am so glad i waited for this to go on sale! this shirt is incredibly soft, with great detail on the fading. i ordered a medium (5'10"", 160 lbs) and it fits perfectly. Tops Blouses",0,0,0,0,,Positive,25.0,"Great shirt, excellent details. I am so glad i waited for this to go on sale! this shirt is incredibly soft, with great detail on the fading. i ordered a medium (5'10"", 160 lbs) and it fits perfectly. Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. I purchased this sweet little cami in all three colors (the black for some reason only available to order in store). the fabric is luxurious and smooth to the touch! i've purchased other silk shells by eloise and would say this one runs small. i'm 5'2"" 125lbs 34c and and typically wear an xs at retailer. this tank was too tight in the chest and i sized up to a small which fixed the problem. i can't wait to make my jeans and bomber jackets for fall just a little more special with these babies! Intimate Intimates",2,0,0,0,,Positive,21.0,"nan. I purchased this sweet little cami in all three colors (the black for some reason only available to order in store). the fabric is luxurious and smooth to the touch! i've purchased other silk shells by eloise and would say this one runs small. i'm 5'2"" 125lbs 34c and and typically wear an xs at retailer. this tank was too tight in the chest and i sized up to a small which fixed the problem. i can't wait to make my jeans and bomber jackets for fall just a little more special with these babies! Intimate Intimates",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. Ugh. this skirt is beautiful and so well made, but i sized up to a 0 from my usual 00 based on reviews, and it's too large, and now my size is all sold out! if it were the right size it would fit beautifully! i'm pretty much a stick, (5'5, 105lbs) and it does poof out at the hips, making me look a little curvier, which might be an issue for some. but the quality is amazing, and this piece will spruce up most outfits ! Bottoms Skirts",0,0,0,0,,Positive,23.0,"nan. Ugh. this skirt is beautiful and so well made, but i sized up to a 0 from my usual 00 based on reviews, and it's too large, and now my size is all sold out! if it were the right size it would fit beautifully! i'm pretty much a stick, (5'5, 105lbs) and it does poof out at the hips, making me look a little curvier, which might be an issue for some. but the quality is amazing, and this piece will spruce up most outfits ! Bottoms Skirts",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Super comfy. Loved the way these felt but like the previous reviewer said it did run slightly large. i am usually a size 6 or m and the legs were a little baggy w/the medium. since the m is sold out i'm going to try and see if they shrink in the dryer. the color and design of the ankle is different from other leggings which is a plus. i'm 5'7"" and they are the perfect length. Intimate Lounge",0,0,0,0,,Positive,25.0,"Super comfy. Loved the way these felt but like the previous reviewer said it did run slightly large. i am usually a size 6 or m and the legs were a little baggy w/the medium. since the m is sold out i'm going to try and see if they shrink in the dryer. the color and design of the ankle is different from other leggings which is a plus. i'm 5'7"" and they are the perfect length. Intimate Lounge",English,Accessories
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Beautiful shortt dress. Beautiful dress! perfect mid length dress for the colder months. i tried a size 2 regular first (my normal dress size) but it was a little baggy, so the 0 fit perfectly. Dresses Dresses",0,0,0,0,,Positive,26.0,"Beautiful shortt dress. Beautiful dress! perfect mid length dress for the colder months. i tried a size 2 regular first (my normal dress size) but it was a little baggy, so the 0 fit perfectly. Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. I got the pink color, which is really vibrant and beautiful in person. this top is low cut, so if you don't like to show much cleavage plan to wear it over a cami.

i'm 5'5 145lbs, 37-29-39. got a size medium. it fits okay in the bust area, but is much looser than i would prefer below the bust. i will either return or exchange for a small to see if the fit is better. Tops Knits",3,0,0,0,,Positive,23.0,"nan. I got the pink color, which is really vibrant and beautiful in person. this top is low cut, so if you don't like to show much cleavage plan to wear it over a cami. i'm 5'5 145lbs, 37-29-39. got a size medium. it fits okay in the bust area, but is much looser than i would prefer below the bust. i will either return or exchange for a small to see if the fit is better. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Awesome pair of high waisted jeans. These jeans are awesome! i usually wear a 26 in ag jeans as they tend to stretch, but i ordered a 27p because i am only 5'1 and these are a flare style. i have a small waist but a larger booty, and these jeans hug me in all the right places. they also have a great dark color and are super classy so you can dress them up if need be. the only thing i didn't like was the length. even with the petite size i have to wear wedges so they don't drag on the ground. but, this is an issue i have with most Bottoms Jeans",6,0,0,0,,Positive,21.0,"Awesome pair of high waisted jeans. These jeans are awesome! i usually wear a 26 in ag jeans as they tend to stretch, but i ordered a 27p because i am only 5'1 and these are a flare style. i have a small waist but a larger booty, and these jeans hug me in all the right places. they also have a great dark color and are super classy so you can dress them up if need be. the only thing i didn't like was the length. even with the petite size i have to wear wedges so they don't drag on the ground. but, this is an issue i have with most Bottoms Jeans",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Very flattering. I usually don't even consider this style of shirt, but i was intrigued by its soft fabric and texture. honestly, i love this shirt! it is so flattering and a perfect staple for any closet! i can wait to wear it out and about! Tops Blouses",1,0,0,0,,Positive,26.0,"Very flattering. I usually don't even consider this style of shirt, but i was intrigued by its soft fabric and texture. honestly, i love this shirt! it is so flattering and a perfect staple for any closet! i can wait to wear it out and about! Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. nan Tops Knits,0,0,0,0,,Neutral,26.0,nan. nan Tops Knits,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Love!. I was very nervous to buy this top, but because it was on such an excellent sale i went for it- tops like this usually end in me showing a ridiculous amount of cleavage or not being able to zip (i am a 32ddd) it past my waist. i ordered a small based on the other reviews and it fits perfectly! the wrap top is perfect and shows off my curves without showing too much. the fabric is very unique and the whole top is lined with a nice nylon/cotton blend so it is very soft and comfortable to wear. def Tops Knits",0,0,0,0,,Positive,23.0,"Love!. I was very nervous to buy this top, but because it was on such an excellent sale i went for it- tops like this usually end in me showing a ridiculous amount of cleavage or not being able to zip (i am a 32ddd) it past my waist. i ordered a small based on the other reviews and it fits perfectly! the wrap top is perfect and shows off my curves without showing too much. the fabric is very unique and the whole top is lined with a nice nylon/cotton blend so it is very soft and comfortable to wear. def Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"The most versatile top.. I bought this shirt to wear to work (i'm a teacher). this shirt is so amazing. i'm able to pair it with work pants to dress it up, and in denim to dress it down. the cut is incredible, with the peplum waist coming right below my breasts a little above my waist. the length is perfect, and it just seems to create the most perfect shape. the material is high quality, and i just love the fabric texture. it's very soft, and gives a tiny bit of stretch, but not much. i did size up in this shirt (i'm u Tops Blouses",6,0,0,0,,Positive,23.0,"The most versatile top.. I bought this shirt to wear to work (i'm a teacher). this shirt is so amazing. i'm able to pair it with work pants to dress it up, and in denim to dress it down. the cut is incredible, with the peplum waist coming right below my breasts a little above my waist. the length is perfect, and it just seems to create the most perfect shape. the material is high quality, and i just love the fabric texture. it's very soft, and gives a tiny bit of stretch, but not much. i did size up in this shirt (i'm u Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"My go-to shirt. I honestly bought this shirt on a whim the other day in my local retailer. i was drawn to the color and the swing. first of all, this shirt is incredibly soft and lightweight. i love the flow of the loose peplum. the straps are nicely placed, because they're wider and accentuate my arms (and cover my bra straps). i love the little v neck detail. it shows a little cleavage when bent or hunched over, but the top stays conservative when truly upright. i wore this shirt 3 days in a row last week, and Tops Knits",21,0,0,0,,Positive,23.0,"My go-to shirt. I honestly bought this shirt on a whim the other day in my local retailer. i was drawn to the color and the swing. first of all, this shirt is incredibly soft and lightweight. i love the flow of the loose peplum. the straps are nicely placed, because they're wider and accentuate my arms (and cover my bra straps). i love the little v neck detail. it shows a little cleavage when bent or hunched over, but the top stays conservative when truly upright. i wore this shirt 3 days in a row last week, and Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Perfect shirt. I absolutely adore this shirt!!! the pinkish rosey color is beautiful and ended up being better than i had imagined. i will say that the shirt is a bit more casual than i thought it was going to be, the way it hangs or something..not really sure. nonetheless, it is perfect. can be dressed up or down, which is the best quality to have in any piece of clothing! i can tell i'm going to get a lot of wear out of it. Tops Knits",0,0,0,0,,Positive,21.0,"Perfect shirt. I absolutely adore this shirt!!! the pinkish rosey color is beautiful and ended up being better than i had imagined. i will say that the shirt is a bit more casual than i thought it was going to be, the way it hangs or something..not really sure. nonetheless, it is perfect. can be dressed up or down, which is the best quality to have in any piece of clothing! i can tell i'm going to get a lot of wear out of it. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Great top, runs a little short. Love peplums and love this top! the quality and fabric is beautiful. i did have to size up because it ran a little too short on me, but otherwise great top. really cute to pair with a statement necklace as well! Tops Blouses",1,0,0,0,,Positive,24.0,"Great top, runs a little short. Love peplums and love this top! the quality and fabric is beautiful. i did have to size up because it ran a little too short on me, but otherwise great top. really cute to pair with a statement necklace as well! Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Fabric is very stiff..... I had hopes for this shirt but was disappointed in the fabric...it's very stiff and heavy for a summer blouse. will be returning it. Tops Knits,0,0,0,0,,Negative,25.0,Fabric is very stiff..... I had hopes for this shirt but was disappointed in the fabric...it's very stiff and heavy for a summer blouse. will be returning it. Tops Knits,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,The perfect purple piece. I got the dark purple color of this top and it is perfect! i wear it all the time. it's comfortable and it's cute! plus if it gets cold i can throw a warm sweater on top of it. Tops Knits,0,0,0,0,,Positive,21.0,The perfect purple piece. I got the dark purple color of this top and it is perfect! i wear it all the time. it's comfortable and it's cute! plus if it gets cold i can throw a warm sweater on top of it. Tops Knits,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. Well fitting bra, comfortable (not itchy), lace doesn't show through tops. Intimate Intimates",1,0,0,0,,Positive,23.0,"nan. Well fitting bra, comfortable (not itchy), lace doesn't show through tops. Intimate Intimates",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Soft & versatile tee. Purchased in the light grey and was so excited, i wore it the very next day. the back detailing and pocket make it more unique than a regular tee and the fabric is slightly heavy (in a good way) so it hangs beautifully. easily can be dressed up or down. new favorite tee! Tops Knits",0,0,0,0,,Positive,25.0,"Soft & versatile tee. Purchased in the light grey and was so excited, i wore it the very next day. the back detailing and pocket make it more unique than a regular tee and the fabric is slightly heavy (in a good way) so it hangs beautifully. easily can be dressed up or down. new favorite tee! Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Oversized and unflattering. I was hoping to find a slimming and cozy sweater, unfortunately this one was baggy and material was really bulky. one of those occasions where i would have never purchased this in person but online you can't quite tell the style and fit. i returned this item. Tops Knits",0,0,0,0,,Neutral,26.0,"Oversized and unflattering. I was hoping to find a slimming and cozy sweater, unfortunately this one was baggy and material was really bulky. one of those occasions where i would have never purchased this in person but online you can't quite tell the style and fit. i returned this item. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. So soft. this is the best basic tee i've bought in a long time and it fits so nicely on my frame. i'm 5'8"" ans 130 lb, medium bust and got an xs. Tops Knits",0,0,0,0,,Positive,22.0,"nan. So soft. this is the best basic tee i've bought in a long time and it fits so nicely on my frame. i'm 5'8"" ans 130 lb, medium bust and got an xs. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Sooo comfortable!. These pants are so comfortable and cute!! you can dress them up or down! Bottoms Pants,4,0,0,0,,Positive,26.0,Sooo comfortable!. These pants are so comfortable and cute!! you can dress them up or down! Bottoms Pants,English,Formal/Professional
