platform,text,likes,comments,shares,views,date,text_clean,is_fashion,language,text_sentiment,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,fashion_category,trend_score,engagement_score
Instagram,"Little Pieces Of Paradise.
@balan_traders 
.
.
#balantraders #nepaliwomenfashion #explorenepal #earing #somethingdifferent #onlineshoppingnepal
#jwellery #designer #women #earing #koreanearing #nepalifashion 
#earrings #jewelry #fashion #handmade #jewellery #accessories
#necklace #style",6,0,0,0,2023-12-08 09:58:38+00:00,Little Pieces Of Paradise. . . #balantraders #nepaliwomenfashion #explorenepal #earing #somethingdifferent #onlineshoppingnepal #jwellery #designer #women #earing #koreanearing #nepalifashion #earrings #jewelry #fashion #handmade #jewellery #accessories #necklace #style,True,English,Little Pieces Of Paradise. . . balantraders nepaliwomenfashion explorenepal earing somethingdifferent onlineshoppingnepal jwellery designer women earing koreanearing nepalifashion earrings jewelry fashion handmade jewellery accessories necklace style,0.0,0.864,0.136,0.6041,Positive,Accessories,0.4001,2.4000000000000004
Instagram,"Flounce dress. 
Size: Xs, S, M 
❌❌❌SOLD OUT❌❌❌

#onlineshopnepal #fashion #fashionstyle #nepaliwomenfashion #wearwhatyoulove #wearwhatmakesyouhappy #onlinestore #hanfuapparel #nepal",15,0,0,0,2022-02-21 14:37:39+00:00,"Flounce dress. Size: Xs, S, M ❌❌❌SOLD OUT❌❌❌ #onlineshopnepal #fashion #fashionstyle #nepaliwomenfashion #wearwhatyoulove #wearwhatmakesyouhappy #onlinestore #hanfuapparel #nepal",True,English,"Flounce dress. Size: Xs, S, M ❌❌❌SOLD OUT❌❌❌ onlineshopnepal fashion fashionstyle nepaliwomenfashion wearwhatyoulove wearwhatmakesyouhappy onlinestore hanfuapparel nepal",0.0,1.0,0.0,0.0,Neutral,General Fashion,0.2004,6.0
Instagram,"Satin dress. 
colors available

#onlineshopnepal #onlinestore #onlinebusiness #fashion #fashionstyle  #nepaliwomenfashion #wearwhatyoulove #wearwhatmakesyouhappy #hanfuapparel #nepal",17,0,0,0,2022-02-21 14:19:33+00:00,Satin dress. colors available #onlineshopnepal #onlinestore #onlinebusiness #fashion #fashionstyle #nepaliwomenfashion #wearwhatyoulove #wearwhatmakesyouhappy #hanfuapparel #nepal,True,English,Satin dress. colors available onlineshopnepal onlinestore onlinebusiness fashion fashionstyle nepaliwomenfashion wearwhatyoulove wearwhatmakesyouhappy hanfuapparel nepal,0.0,1.0,0.0,0.0,Neutral,Formal/Professional,0.2004,6.800000000000001
Instagram,"V neck floral sleeve dress. 
Size: Xs, S, M, L

#onlineshopnepal #onlinestore #onlineshopping #fashion #fashionstyle #nepaliwomenfashion #wearwhatyoulove #wearwhatmakesyouhappy #nepal",16,1,0,0,2022-02-21 14:10:19+00:00,"V neck floral sleeve dress. Size: Xs, S, M, L #onlineshopnepal #onlinestore #onlineshopping #fashion #fashionstyle #nepaliwomenfashion #wearwhatyoulove #wearwhatmakesyouhappy #nepal",True,English,"V neck floral sleeve dress. Size: Xs, S, M, L onlineshopnepal onlinestore onlineshopping fashion fashionstyle nepaliwomenfashion wearwhatyoulove wearwhatmakesyouhappy nepal",0.0,0.828,0.172,0.5766,Positive,General Fashion,0.4006,6.7
Instagram,"Asymmetrical shoulder  mesh dress. 
Size: Xs, S, M, L

#onlineshopnepal #nepaliwomenfashion #womenfashion #wearwhatyoulove #wearwhatmakesyouhappy #fashion #fashionstyle #onlinebusiness #nepal",10,0,0,0,2022-02-19 14:38:56+00:00,"Asymmetrical shoulder mesh dress. Size: Xs, S, M, L #onlineshopnepal #nepaliwomenfashion #womenfashion #wearwhatyoulove #wearwhatmakesyouhappy #fashion #fashionstyle #onlinebusiness #nepal",True,English,"Asymmetrical shoulder mesh dress. Size: Xs, S, M, L onlineshopnepal nepaliwomenfashion womenfashion wearwhatyoulove wearwhatmakesyouhappy fashion fashionstyle onlinebusiness nepal",0.0,0.82,0.18,0.5766,Positive,Formal/Professional,0.4002,4.0
Instagram,"Tube mesh top. 
Size: Xs, S, M, L

#onlineshopnepal #nepaliwomenfashion #fashion #style #stylefashion #wearwhatyoulove #onlinebusiness #nepal",20,0,0,0,2022-02-17 04:01:49+00:00,"Tube mesh top. Size: Xs, S, M, L #onlineshopnepal #nepaliwomenfashion #fashion #style #stylefashion #wearwhatyoulove #onlinebusiness #nepal",True,English,"Tube mesh top. Size: Xs, S, M, L onlineshopnepal nepaliwomenfashion fashion style stylefashion wearwhatyoulove onlinebusiness nepal",0.0,0.717,0.283,0.6739,Positive,Western/Casual,0.4005,8.0
Instagram,"Button  Wrap Dress.
Size:XS,S,M,L
#onlineshopnepal #nepalifashion #nepaliwomenfashion #fashionstyle #wearwhatyoulove #wearwhatmakesyouhappy #onlinebusiness #nepal",17,0,0,0,2022-02-16 15:52:44+00:00,"Button Wrap Dress. Size:XS,S,M,L #onlineshopnepal #nepalifashion #nepaliwomenfashion #fashionstyle #wearwhatyoulove #wearwhatmakesyouhappy #onlinebusiness #nepal",True,English,"Button Wrap Dress. Size:XS,S,M,L onlineshopnepal nepalifashion nepaliwomenfashion fashionstyle wearwhatyoulove wearwhatmakesyouhappy onlinebusiness nepal",0.0,1.0,0.0,0.0,Neutral,Formal/Professional,0.2004,6.800000000000001
Instagram,"Off the shoulder jumpsuit. 
Size: Xs, S, M, L

#onlineshopnepal #nepalifashion #nepaliwomenfashion #fashionstyle #wearwhatyoulove #wearwhatmakesyouhappy #onlinebusiness #nepal",15,0,0,0,2022-02-15 06:14:08+00:00,"Off the shoulder jumpsuit. Size: Xs, S, M, L #onlineshopnepal #nepalifashion #nepaliwomenfashion #fashionstyle #wearwhatyoulove #wearwhatmakesyouhappy #onlinebusiness #nepal",True,English,"Off the shoulder jumpsuit. Size: Xs, S, M, L onlineshopnepal nepalifashion nepaliwomenfashion fashionstyle wearwhatyoulove wearwhatmakesyouhappy onlinebusiness nepal",0.0,0.811,0.189,0.5766,Positive,Formal/Professional,0.4004,6.0
Instagram,"over knee heeled boots.
Size: EUR35, EUR36, EUR37, EUR38, EUR39, EUR40, EUR41

#onlineshopnepal #nepalifashion #fashion #fashionstyle #wearwhatmakesyouhappy #wearwhatyoulove #onlinebusiness #nepaliwomenfashion #nepal",12,1,0,0,2022-02-12 15:26:30+00:00,"over knee heeled boots. Size: EUR35, EUR36, EUR37, EUR38, EUR39, EUR40, EUR41 #onlineshopnepal #nepalifashion #fashion #fashionstyle #wearwhatmakesyouhappy #wearwhatyoulove #onlinebusiness #nepaliwomenfashion #nepal",True,English,"over knee heeled boots. Size: EUR35, EUR36, EUR37, EUR38, EUR39, EUR40, EUR41 onlineshopnepal nepalifashion fashion fashionstyle wearwhatmakesyouhappy wearwhatyoulove onlinebusiness nepaliwomenfashion nepal",0.0,1.0,0.0,0.0,Neutral,Formal/Professional,0.2005,5.1000000000000005
Instagram,#photography #photograph  #sonyalphaphotography #fashionphotography #glamourshots #traditionalwear #southasianfashion #southasianculture #southasia #nepalidesign #nepalifashion #nepaliwomen #nepali #nepaliinaus #Nepal #australia #SouthAustralia #adelaide #nepaliwear #shotinsonyalpha #portraitphotography #glamour #glamourphotoshoot #nepaliwomeninaustralia #nepaliwomenfashion,2,0,0,0,2021-10-27 03:56:54+00:00,#photography #photograph #sonyalphaphotography #fashionphotography #glamourshots #traditionalwear #southasianfashion #southasianculture #southasia #nepalidesign #nepalifashion #nepaliwomen #nepali #nepaliinaus #Nepal #australia #SouthAustralia #adelaide #nepaliwear #shotinsonyalpha #portraitphotography #glamour #glamourphotoshoot #nepaliwomeninaustralia #nepaliwomenfashion,True,English,photography photograph sonyalphaphotography fashionphotography glamourshots traditionalwear southasianfashion southasianculture southasia nepalidesign nepalifashion nepaliwomen nepali nepaliinaus Nepal australia SouthAustralia adelaide nepaliwear shotinsonyalpha portraitphotography glamour glamourphotoshoot nepaliwomeninaustralia nepaliwomenfashion,0.0,0.876,0.124,0.5267,Positive,Traditional/Ethnic,0.4,0.8
Instagram,"Beautiful Chocker Necklace with Earrings 
Silver Oxidised Necklace 
DM us For order 
Delivery all over Nepal 
#oxidisedjewellery #silverjewelry 
#trendingjwellery #nepaliwomenfashion",16,0,0,0,2021-09-12 13:38:58+00:00,Beautiful Chocker Necklace with Earrings Silver Oxidised Necklace DM us For order Delivery all over Nepal #oxidisedjewellery #silverjewelry #trendingjwellery #nepaliwomenfashion,True,English,Beautiful Chocker Necklace with Earrings Silver Oxidised Necklace DM us For order Delivery all over Nepal oxidisedjewellery silverjewelry trendingjwellery nepaliwomenfashion,0.0,0.83,0.17,0.5994,Positive,Accessories,0.4004,6.4
Instagram,"✨ Orchid Nepal Collection ✨

💰 Price: RS 4690

Elegant Lehenga–Blouse–Dupatta Set perfect for weddings & festive occasions 💃
👗 Lehenga: Gold crush fabric | Plain | Flair 5 m | Length 41 | Waist up to 42
👚 Blouse: Gold crush with sequin & thread embroidery | 1 m (unstiched)
🧣 Dupatta: Gold crush with embroidery | 2.4 m
📦 Includes: Lehenga + Blouse + Dupatta
⚖️ Weight: ~1.12 kg
📦 Ready to dispatch
🚚 Delivery all over Nepal & worldwide
#OrchidNepal #OrchidNepalCollection #LehengaNepal #WeddingWearNepal #EthnicWearNepal ✨",-1,0,0,0,2026-03-31 13:46:29+00:00,✨ Orchid Nepal Collection ✨ 💰 Price: RS 4690 Elegant Lehenga–Blouse–Dupatta Set perfect for weddings & festive occasions 💃 👗 Lehenga: Gold crush fabric | Plain | Flair 5 m | Length 41 | Waist up to 42 👚 Blouse: Gold crush with sequin & thread embroidery | 1 m (unstiched) 🧣 Dupatta: Gold crush with embroidery | 2.4 m 📦 Includes: Lehenga + Blouse + Dupatta ⚖️ Weight: ~1.12 kg 📦 Ready to dispatch 🚚 Delivery all over Nepal & worldwide #OrchidNepal #OrchidNepalCollection #LehengaNepal #WeddingWearNepal #EthnicWearNepal ✨,True,English,✨ Orchid Nepal Collection ✨ 💰 Price: RS 4690 Elegant Lehenga–Blouse–Dupatta Set perfect for weddings & festive occasions 💃 👗 Lehenga: Gold crush fabric | Plain | Flair 5 m | Length 41 | Waist up to 42 👚 Blouse: Gold crush with sequin & thread embroidery | 1 m (unstiched) 🧣 Dupatta: Gold crush with embroidery | 2.4 m 📦 Includes: Lehenga + Blouse + Dupatta ⚖️ Weight: ~1.12 kg 📦 Ready to dispatch 🚚 Delivery all over Nepal & worldwide OrchidNepal OrchidNepalCollection LehengaNepal WeddingWearNepal EthnicWearNepal ✨,0.045,0.776,0.179,0.9371,Positive,Traditional/Ethnic,0.4,-0.4
Instagram,"✨ Orchid Nepal Collection ✨
A beautifully designed Lehenga–Blouse–Dupatta Set crafted for festive gatherings and special celebrations, featuring elegant ruffle styling and sequin detailing.
💰 Price: RS 4020
Lehenga (Fully Stitched)
• Fabric: Faux georgette
• Ruffle style design
• Soft micro lining
• Canvas stitched
• Flair: 8.5 meters
• Fits up to size 44
Blouse (Unstitched)
• Soft net fabric
• Thread & sequin work
• Micro lining
• Fits up to size 42
Dupatta
• Faux georgette
• Length: 2.2 meters
• Weight: Approx. 1.3 kg
• Ready to dispatch
⚠️ Minor colour variation possible due to lighting
🚚 Delivery all over Nepal & worldwide
#OrchidNepal #OrchidNepalCollection #LehengaNepal #FestiveWearNepal",-1,0,0,0,2026-02-27 05:30:57+00:00,"✨ Orchid Nepal Collection ✨ A beautifully designed Lehenga–Blouse–Dupatta Set crafted for festive gatherings and special celebrations, featuring elegant ruffle styling and sequin detailing. 💰 Price: RS 4020 Lehenga (Fully Stitched) • Fabric: Faux georgette • Ruffle style design • Soft micro lining • Canvas stitched • Flair: 8.5 meters • Fits up to size 44 Blouse (Unstitched) • Soft net fabric • Thread & sequin work • Micro lining • Fits up to size 42 Dupatta • Faux georgette • Length: 2.2 meters • Weight: Approx. 1.3 kg • Ready to dispatch ⚠️ Minor colour variation possible due to lighting 🚚 Delivery all over Nepal & worldwide #OrchidNepal #OrchidNepalCollection #LehengaNepal #FestiveWearNepal",True,English,"✨ Orchid Nepal Collection ✨ A beautifully designed Lehenga–Blouse–Dupatta Set crafted for festive gatherings and special celebrations, featuring elegant ruffle styling and sequin detailing. 💰 Price: RS 4020 Lehenga (Fully Stitched) • Fabric: Faux georgette • Ruffle style design • Soft micro lining • Canvas stitched • Flair: 8.5 meters • Fits up to size 44 Blouse (Unstitched) • Soft net fabric • Thread & sequin work • Micro lining • Fits up to size 42 Dupatta • Faux georgette • Length: 2.2 meters • Weight: Approx. 1.3 kg • Ready to dispatch ⚠️ Minor colour variation possible due to lighting 🚚 Delivery all over Nepal & worldwide OrchidNepal OrchidNepalCollection LehengaNepal FestiveWearNepal",0.0,0.845,0.155,0.9559,Positive,Traditional/Ethnic,0.4,-0.4
Instagram,"✨ Orchid Nepal Collection ✨
An elegant Lehenga–Blouse–Dupatta Set crafted in silk-finish fabric with detailed sequins and zari-style thread embroidery. Designed for festive gatherings and special occasions with a structured silhouette.

Lehenga (Full Stitched)
• Silk-finish fabric
• Sequins & thread embroidery
• Length: 42""
• Waist: Up to 42""
• Cotton inner
• 3 meter flair
• Zip closure with dori latkan
• Stitched with canvas support

Blouse (Unstitched)
• Matching embroidered fabric
• Length: 1 meter

Dupatta
• Matching embroidered fabric
• Designer lace border
• Length: 2.25 meter

• Weight: Approx. 1 kg

🚚 Delivery all over Nepal & worldwide

#OrchidNepal #OrchidNepalCollection #LehengaNepal #WeddingWearNepal #FestiveWearNepal",-1,0,0,0,2026-02-15 16:20:23+00:00,"✨ Orchid Nepal Collection ✨ An elegant Lehenga–Blouse–Dupatta Set crafted in silk-finish fabric with detailed sequins and zari-style thread embroidery. Designed for festive gatherings and special occasions with a structured silhouette. Lehenga (Full Stitched) • Silk-finish fabric • Sequins & thread embroidery • Length: 42"" • Waist: Up to 42"" • Cotton inner • 3 meter flair • Zip closure with dori latkan • Stitched with canvas support Blouse (Unstitched) • Matching embroidered fabric • Length: 1 meter Dupatta • Matching embroidered fabric • Designer lace border • Length: 2.25 meter • Weight: Approx. 1 kg 🚚 Delivery all over Nepal & worldwide #OrchidNepal #OrchidNepalCollection #LehengaNepal #WeddingWearNepal #FestiveWearNepal",True,English,"✨ Orchid Nepal Collection ✨ An elegant Lehenga–Blouse–Dupatta Set crafted in silk-finish fabric with detailed sequins and zari-style thread embroidery. Designed for festive gatherings and special occasions with a structured silhouette. Lehenga (Full Stitched) • Silk-finish fabric • Sequins & thread embroidery • Length: 42"" • Waist: Up to 42"" • Cotton inner • 3 meter flair • Zip closure with dori latkan • Stitched with canvas support Blouse (Unstitched) • Matching embroidered fabric • Length: 1 meter Dupatta • Matching embroidered fabric • Designer lace border • Length: 2.25 meter • Weight: Approx. 1 kg 🚚 Delivery all over Nepal & worldwide OrchidNepal OrchidNepalCollection LehengaNepal WeddingWearNepal FestiveWearNepal",0.0,0.865,0.135,0.9337,Positive,Traditional/Ethnic,0.4,-0.4
Instagram,"🌷 Orchid Nepal Collection 🌷
Celebrate special occasions in this Kanchipuram silk lehenga set, woven with classic zari detailing for a graceful, traditional look. Designed for comfort and elegance, ideal for festive and cultural celebrations.

💰 Price: RS 3450

Product Details
• Lehenga: Kanchipuram silk
Zari weaving work
Waist support up to 42
Drawstring with zip
Canvas stitched | Length: 41""
Flair: 3.80 meters
Inner: Micro cotton
• Blouse: Kanchipuram silk
Zari weaving work
Unstitched | Length: 0.80 m
• Dupatta: Georgette
Sequin & thread embroidery
Length: 2.40 m
• Weight: Approx. 1.1 kg
• Package includes: Lehenga, blouse, dupatta & drawstring
🚚 Delivery all over Nepal & worldwide
#OrchidNepal #OrchidNepalCollection #LehengaNepal #FestiveWearNepal #EthnicWearNepal",-1,0,0,0,2026-02-09 06:40:12+00:00,"🌷 Orchid Nepal Collection 🌷 Celebrate special occasions in this Kanchipuram silk lehenga set, woven with classic zari detailing for a graceful, traditional look. Designed for comfort and elegance, ideal for festive and cultural celebrations. 💰 Price: RS 3450 Product Details • Lehenga: Kanchipuram silk Zari weaving work Waist support up to 42 Drawstring with zip Canvas stitched | Length: 41"" Flair: 3.80 meters Inner: Micro cotton • Blouse: Kanchipuram silk Zari weaving work Unstitched | Length: 0.80 m • Dupatta: Georgette Sequin & thread embroidery Length: 2.40 m • Weight: Approx. 1.1 kg • Package includes: Lehenga, blouse, dupatta & drawstring 🚚 Delivery all over Nepal & worldwide #OrchidNepal #OrchidNepalCollection #LehengaNepal #FestiveWearNepal #EthnicWearNepal",True,English,"🌷 Orchid Nepal Collection 🌷 Celebrate special occasions in this Kanchipuram silk lehenga set, woven with classic zari detailing for a graceful, traditional look. Designed for comfort and elegance, ideal for festive and cultural celebrations. 💰 Price: RS 3450 Product Details • Lehenga: Kanchipuram silk Zari weaving work Waist support up to 42 Drawstring with zip Canvas stitched | Length: 41"" Flair: 3.80 meters Inner: Micro cotton • Blouse: Kanchipuram silk Zari weaving work Unstitched | Length: 0.80 m • Dupatta: Georgette Sequin & thread embroidery Length: 2.40 m • Weight: Approx. 1.1 kg • Package includes: Lehenga, blouse, dupatta & drawstring 🚚 Delivery all over Nepal & worldwide OrchidNepal OrchidNepalCollection LehengaNepal FestiveWearNepal EthnicWearNepal",0.0,0.818,0.182,0.9723,Positive,Traditional/Ethnic,0.4,-0.4
Instagram,"✨ Orchid Nepal Collection ✨
A dreamy Pastel Lehenga Choli Set designed for elegant festive moments, sangeet nights, and bridesmaid looks 🌷
Soft Two Tone Silk Finish Fabricfabric paired with delicate sequin & thread embroidery creates a graceful, royal silhouette ✨
Lehenga (Stitched)
• Fabric: Two Tone Silk Finish Fabric
• Work: Sequin & thread embroidery belt
• Waist: Fits up to 42
• Closure: Drawstring with zip
• Length: 41 inches | Flair: 5 meters
• Inner: Micro crepe | Canvas stitched
Blouse (Unstitched)
• Fabric: Two-tone silk-finish fabric 
• Work: Sequin & thread embroidery with lace touch
• Length: 1 meter
Dupatta
• Fabric: Two Tone Silk Finish Fabric
• Work: Sequin & thread embroidery
• Length: 2.40 meters
• Package: Lehenga, blouse, dupatta, drawstring with zip
• Weight: Approx. 890 g
⚠️ Minor colour variation possible due to lighting
🚚 Delivery all over Nepal & worldwide
#OrchidNepal #LehengaNepal #PastelLehenga #FestiveWearNepal",9,0,0,0,2026-02-06 18:00:29+00:00,"✨ Orchid Nepal Collection ✨ A dreamy Pastel Lehenga Choli Set designed for elegant festive moments, sangeet nights, and bridesmaid looks 🌷 Soft Two Tone Silk Finish Fabricfabric paired with delicate sequin & thread embroidery creates a graceful, royal silhouette ✨ Lehenga (Stitched) • Fabric: Two Tone Silk Finish Fabric • Work: Sequin & thread embroidery belt • Waist: Fits up to 42 • Closure: Drawstring with zip • Length: 41 inches | Flair: 5 meters • Inner: Micro crepe | Canvas stitched Blouse (Unstitched) • Fabric: Two-tone silk-finish fabric • Work: Sequin & thread embroidery with lace touch • Length: 1 meter Dupatta • Fabric: Two Tone Silk Finish Fabric • Work: Sequin & thread embroidery • Length: 2.40 meters • Package: Lehenga, blouse, dupatta, drawstring with zip • Weight: Approx. 890 g ⚠️ Minor colour variation possible due to lighting 🚚 Delivery all over Nepal & worldwide #OrchidNepal #LehengaNepal #PastelLehenga #FestiveWearNepal",True,English,"✨ Orchid Nepal Collection ✨ A dreamy Pastel Lehenga Choli Set designed for elegant festive moments, sangeet nights, and bridesmaid looks 🌷 Soft Two Tone Silk Finish Fabricfabric paired with delicate sequin & thread embroidery creates a graceful, royal silhouette ✨ Lehenga (Stitched) • Fabric: Two Tone Silk Finish Fabric • Work: Sequin & thread embroidery belt • Waist: Fits up to 42 • Closure: Drawstring with zip • Length: 41 inches | Flair: 5 meters • Inner: Micro crepe | Canvas stitched Blouse (Unstitched) • Fabric: Two-tone silk-finish fabric • Work: Sequin & thread embroidery with lace touch • Length: 1 meter Dupatta • Fabric: Two Tone Silk Finish Fabric • Work: Sequin & thread embroidery • Length: 2.40 meters • Package: Lehenga, blouse, dupatta, drawstring with zip • Weight: Approx. 890 g ⚠️ Minor colour variation possible due to lighting 🚚 Delivery all over Nepal & worldwide OrchidNepal LehengaNepal PastelLehenga FestiveWearNepal",0.0,0.883,0.117,0.946,Positive,Traditional/Ethnic,0.4002,3.6
Instagram,"✅ Few days left for magshir  Preorder 
🎀 ""Preorder yours for this wedding month now at just  4799(offer rate)
🎀Get your hands on the trendiest ethnic wears before they sell out!
 🎀WhatsApp now 9861668349
Or Dm us on Instagram 
🎀  Sale Price -4799
🎀 Fabric - Georgette 
🎀Code- L198
🎀Size- M-Xxl
🎀Dm us for ORGINAL picture or more information o
🎀 Shop now for the best quality at unbeatable prices!
🎀 Swipe left for orginal images(Floor picture)!
🎀 Delivery time 6-10days
#KurtaPreorder  #TrendingFashion #TiktokShopping  #LimitedStock #DMtoOrder #fyp #foryou #kurtanepal #sareenepal #lehenganepal #StyleWithTradition #NepaliBusiness #QualityFirst #WhatsAppOrder
#saree #kurta #lehenga #LehengaDesigns #TraditionalWear  #WorldwideShipping  #ShopLocalNepal  #lehenganepal  #kurta #Kurtaneppal #sareenepal #SareeInNepal #KurtaNepal #LehengaNepal #NepalEthnicWear
#shrawanspecial 
 hi yo",2,0,0,0,2025-11-25 13:10:52+00:00,"✅ Few days left for magshir Preorder 🎀 ""Preorder yours for this wedding month now at just 4799(offer rate) 🎀Get your hands on the trendiest ethnic wears before they sell out! 🎀WhatsApp now 9861668349 Or Dm us on Instagram 🎀 Sale Price -4799 🎀 Fabric - Georgette 🎀Code- L198 🎀Size- M-Xxl 🎀Dm us for ORGINAL picture or more information o 🎀 Shop now for the best quality at unbeatable prices! 🎀 Swipe left for orginal images(Floor picture)! 🎀 Delivery time 6-10days #KurtaPreorder #TrendingFashion #TiktokShopping #LimitedStock #DMtoOrder #fyp #foryou #kurtanepal #sareenepal #lehenganepal #StyleWithTradition #NepaliBusiness #QualityFirst #WhatsAppOrder #saree #kurta #lehenga #LehengaDesigns #TraditionalWear #WorldwideShipping #ShopLocalNepal #lehenganepal #kurta #Kurtaneppal #sareenepal #SareeInNepal #KurtaNepal #LehengaNepal #NepalEthnicWear #shrawanspecial hi yo",True,English,"✅ Few days left for magshir Preorder 🎀 ""Preorder yours for this wedding month now at just 4799(offer rate) 🎀Get your hands on the trendiest ethnic wears before they sell out! 🎀WhatsApp now 9861668349 Or Dm us on Instagram 🎀 Sale Price -4799 🎀 Fabric - Georgette 🎀Code- L198 🎀Size- M-Xxl 🎀Dm us for ORGINAL picture or more information o 🎀 Shop now for the best quality at unbeatable prices! 🎀 Swipe left for orginal images(Floor picture)! 🎀 Delivery time 6-10days KurtaPreorder TrendingFashion TiktokShopping LimitedStock DMtoOrder fyp foryou kurtanepal sareenepal lehenganepal StyleWithTradition NepaliBusiness QualityFirst WhatsAppOrder saree kurta lehenga LehengaDesigns TraditionalWear WorldwideShipping ShopLocalNepal lehenganepal kurta Kurtaneppal sareenepal SareeInNepal KurtaNepal LehengaNepal NepalEthnicWear shrawanspecial hi yo",0.0,0.958,0.042,0.7249,Positive,Traditional/Ethnic,0.4,0.8
Instagram,"✅ Few days left for magshir  Preorder 
🎀 ""Preorder yours for this wedding month now at just  4899(offer rate)
🎀Get your hands on the trendiest ethnic wears before they sell out!
 🎀WhatsApp now 9861668349
Or Dm us on Instagram 
🎀  Sale Price -4899
🎀 Fabric - Geirgette 
🎀Code- L195
🎀Size- M-Xxl
🎀Dm us for ORGINAL picture or more information o
🎀 Shop now for the best quality at unbeatable prices!
🎀 Swipe left for orginal images(Floor picture)!
🎀 Delivery time 6-10days
#KurtaPreorder  #TrendingFashion #TiktokShopping  #LimitedStock #DMtoOrder #fyp #foryou #kurtanepal #sareenepal #lehenganepal #StyleWithTradition #NepaliBusiness #QualityFirst #WhatsAppOrder
#saree #kurta #lehenga #LehengaDesigns #TraditionalWear  #WorldwideShipping  #ShopLocalNepal  #lehenganepal  #kurta #Kurtaneppal #sareenepal #SareeInNepal #KurtaNepal #LehengaNepal #NepalEthnicWear
#shrawanspecial 
 hi yo",0,0,0,0,2025-11-25 13:06:45+00:00,"✅ Few days left for magshir Preorder 🎀 ""Preorder yours for this wedding month now at just 4899(offer rate) 🎀Get your hands on the trendiest ethnic wears before they sell out! 🎀WhatsApp now 9861668349 Or Dm us on Instagram 🎀 Sale Price -4899 🎀 Fabric - Geirgette 🎀Code- L195 🎀Size- M-Xxl 🎀Dm us for ORGINAL picture or more information o 🎀 Shop now for the best quality at unbeatable prices! 🎀 Swipe left for orginal images(Floor picture)! 🎀 Delivery time 6-10days #KurtaPreorder #TrendingFashion #TiktokShopping #LimitedStock #DMtoOrder #fyp #foryou #kurtanepal #sareenepal #lehenganepal #StyleWithTradition #NepaliBusiness #QualityFirst #WhatsAppOrder #saree #kurta #lehenga #LehengaDesigns #TraditionalWear #WorldwideShipping #ShopLocalNepal #lehenganepal #kurta #Kurtaneppal #sareenepal #SareeInNepal #KurtaNepal #LehengaNepal #NepalEthnicWear #shrawanspecial hi yo",True,English,"✅ Few days left for magshir Preorder 🎀 ""Preorder yours for this wedding month now at just 4899(offer rate) 🎀Get your hands on the trendiest ethnic wears before they sell out! 🎀WhatsApp now 9861668349 Or Dm us on Instagram 🎀 Sale Price -4899 🎀 Fabric - Geirgette 🎀Code- L195 🎀Size- M-Xxl 🎀Dm us for ORGINAL picture or more information o 🎀 Shop now for the best quality at unbeatable prices! 🎀 Swipe left for orginal images(Floor picture)! 🎀 Delivery time 6-10days KurtaPreorder TrendingFashion TiktokShopping LimitedStock DMtoOrder fyp foryou kurtanepal sareenepal lehenganepal StyleWithTradition NepaliBusiness QualityFirst WhatsAppOrder saree kurta lehenga LehengaDesigns TraditionalWear WorldwideShipping ShopLocalNepal lehenganepal kurta Kurtaneppal sareenepal SareeInNepal KurtaNepal LehengaNepal NepalEthnicWear shrawanspecial hi yo",0.0,0.958,0.042,0.7249,Positive,Traditional/Ethnic,0.4,0.0
