platform,text,likes,comments,shares,views,date,text_clean,is_fashion,language
Instagram,"𝐑𝐨𝐨𝐭𝐞𝐝 𝐢𝐧 𝐭𝐫𝐚𝐝𝐢𝐭𝐢𝐨𝐧. 𝐒𝐭𝐲𝐥𝐞𝐝 𝐟𝐨𝐫 𝐭𝐨𝐝𝐚𝐲🤍
Our 𝐒𝐮𝐛𝐛𝐚/𝐋𝐢𝐦𝐛𝐮 𝐂𝐨𝐭𝐭𝐨𝐧 𝐁𝐥𝐨𝐮𝐬𝐞 is a beautiful expression of Nepali heritage, traditionally 𝐰𝐨𝐫𝐧 𝐛𝐲 𝐒𝐮𝐛𝐛𝐚 𝐚𝐧𝐝 𝐋𝐢𝐦𝐛𝐮 𝐰𝐨𝐦𝐞𝐧, now thoughtfully crafted for everyday comfort and timeless style.

Made with soft cotton fabric, detailed handloom prints, and 3/4 sleeves, this blouse is perfect for cultural gatherings, festivals, or graceful daily wear. Every piece reflects authenticity, craftsmanship, and cultural pride.

✨ If you love ethnic wear that tells a story, this one is for you.
🛍️ 𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐚𝐧𝐝 𝐬𝐡𝐨𝐩 𝐨𝐮𝐫 𝐥𝐚𝐭𝐞𝐬𝐭 𝐜𝐨𝐥𝐥𝐞𝐜𝐭𝐢𝐨𝐧 𝐚𝐭 👉 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦
Tap the link in bio.

#Bhutib #BhutibStore #ShopBhutib #NepaliEthnicWear #LimbuDress #SubbaDress #NepaliFashion #TraditionalNepaliWear #EthnicWearNepal #HandloomBlouse #CottonBlouse #CulturalWear #IndigenousFashion #NepaliWomen #LimbuCulture #SubbaCulture #NepaliHandloom #EthnicBlouse #SustainableFashion #WearYourCulture #HeritageFashion #NepaliClothing #OnlineEthnicStore",1,0,0,0,2025-12-14 15:20:24+00:00,"𝐑𝐨𝐨𝐭𝐞𝐝 𝐢𝐧 𝐭𝐫𝐚𝐝𝐢𝐭𝐢𝐨𝐧. 𝐒𝐭𝐲𝐥𝐞𝐝 𝐟𝐨𝐫 𝐭𝐨𝐝𝐚𝐲🤍 Our 𝐒𝐮𝐛𝐛𝐚/𝐋𝐢𝐦𝐛𝐮 𝐂𝐨𝐭𝐭𝐨𝐧 𝐁𝐥𝐨𝐮𝐬𝐞 is a beautiful expression of Nepali heritage, traditionally 𝐰𝐨𝐫𝐧 𝐛𝐲 𝐒𝐮𝐛𝐛𝐚 𝐚𝐧𝐝 𝐋𝐢𝐦𝐛𝐮 𝐰𝐨𝐦𝐞𝐧, now thoughtfully crafted for everyday comfort and timeless style. Made with soft cotton fabric, detailed handloom prints, and 3/4 sleeves, this blouse is perfect for cultural gatherings, festivals, or graceful daily wear. Every piece reflects authenticity, craftsmanship, and cultural pride. ✨ If you love ethnic wear that tells a story, this one is for you. 🛍️ 𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐚𝐧𝐝 𝐬𝐡𝐨𝐩 𝐨𝐮𝐫 𝐥𝐚𝐭𝐞𝐬𝐭 𝐜𝐨𝐥𝐥𝐞𝐜𝐭𝐢𝐨𝐧 𝐚𝐭 👉 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦 Tap the link in bio. #Bhutib #BhutibStore #ShopBhutib #NepaliEthnicWear #LimbuDress #SubbaDress #NepaliFashion #TraditionalNepaliWear #EthnicWearNepal #HandloomBlouse #CottonBlouse #CulturalWear #IndigenousFashion #NepaliWomen #LimbuCulture #SubbaCulture #NepaliHandloom #EthnicBlouse #SustainableFashion #WearYourCulture #HeritageFashion #NepaliClothing #OnlineEthnicStore",True,English
Instagram,"Elegance that speaks of tradition and luxury ✨
Our 𝐄𝐦𝐛𝐫𝐨𝐢𝐝𝐞𝐫𝐞𝐝 𝐕𝐞𝐥𝐯𝐞𝐭 𝐌𝐚𝐧𝐝𝐚𝐫𝐢𝐧-𝐂𝐨𝐥𝐥𝐚𝐫 𝐁𝐥𝐨𝐮𝐬𝐞 𝐰𝐢𝐭𝐡 𝐆𝐨𝐥𝐝 𝐏𝐢𝐩𝐢𝐧𝐠 is crafted for the modern Nepali woman who loves timeless style with a premium touch.

🖤 Perfect for festivals, weddings, or elevating your everyday ethnic look.
✨ Premium velvet | Delicate gold piping | Flattering mandarin collar

👉𝐄𝐱𝐩𝐥𝐨𝐫𝐞 & 𝐬𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐚𝐭𝐞𝐬𝐭 𝐚𝐫𝐫𝐢𝐯𝐚𝐥 𝐚𝐭 𝐁𝐡𝐮𝐭𝐢𝐛:
🌐 𝐡𝐭𝐭𝐩𝐬://𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦/

Tap the link in bio, fall in love with the details, and bring home a piece of elegance today 💛

#NepaliFashion #NepalStyle #EthnicWearNepal #VelvetBlouse #NepaliWomenStyle #FestivalWearNepal #BoutiqueNepal #shopindiaonline #Bhutib #TraditionalFashion #NepaliClothingBrand #MandarinCollarBlouse #EthnicOutfitIdeas #WeddingWearNepal #WomenFashionNepal #DesignerBlouseNepal #HandcraftedFashion #NepaliEthnicWear",1,0,0,0,2025-12-11 16:13:45+00:00,"Elegance that speaks of tradition and luxury ✨ Our 𝐄𝐦𝐛𝐫𝐨𝐢𝐝𝐞𝐫𝐞𝐝 𝐕𝐞𝐥𝐯𝐞𝐭 𝐌𝐚𝐧𝐝𝐚𝐫𝐢𝐧-𝐂𝐨𝐥𝐥𝐚𝐫 𝐁𝐥𝐨𝐮𝐬𝐞 𝐰𝐢𝐭𝐡 𝐆𝐨𝐥𝐝 𝐏𝐢𝐩𝐢𝐧𝐠 is crafted for the modern Nepali woman who loves timeless style with a premium touch. 🖤 Perfect for festivals, weddings, or elevating your everyday ethnic look. ✨ Premium velvet | Delicate gold piping | Flattering mandarin collar 👉𝐄𝐱𝐩𝐥𝐨𝐫𝐞 & 𝐬𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐚𝐭𝐞𝐬𝐭 𝐚𝐫𝐫𝐢𝐯𝐚𝐥 𝐚𝐭 𝐁𝐡𝐮𝐭𝐢𝐛: 🌐 𝐡𝐭𝐭𝐩𝐬://𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦/ Tap the link in bio, fall in love with the details, and bring home a piece of elegance today 💛 #NepaliFashion #NepalStyle #EthnicWearNepal #VelvetBlouse #NepaliWomenStyle #FestivalWearNepal #BoutiqueNepal #shopindiaonline #Bhutib #TraditionalFashion #NepaliClothingBrand #MandarinCollarBlouse #EthnicOutfitIdeas #WeddingWearNepal #WomenFashionNepal #DesignerBlouseNepal #HandcraftedFashion #NepaliEthnicWear",True,English
Instagram,"✨ 𝐆𝐫𝐚𝐜𝐞 𝐫𝐨𝐨𝐭𝐞𝐝 𝐢𝐧 𝐡𝐞𝐫𝐢𝐭𝐚𝐠𝐞, 𝐬𝐭𝐲𝐥𝐞𝐝 𝐟𝐨𝐫 𝐭𝐨𝐝𝐚𝐲.
Step into the beauty of tradition with our 𝐒𝐮𝐛𝐛𝐚 𝐒𝐞𝐭 𝐂𝐨𝐭𝐭𝐨𝐧 𝐈𝐤𝐚𝐭 𝐆𝐨𝐰𝐧 𝐃𝐫𝐞𝐬𝐬—a vibrant blend of cultural elegance and modern comfort. Perfectly crafted for Subba & Limbu women who love wearing their identity with pride. ❤️

Explore the details, feel the craftsmanship, and bring home a piece that honors your story.

👉 𝐒𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐨𝐨𝐤 𝐧𝐨𝐰 𝐚𝐭 𝐁𝐡𝐮𝐭𝐢𝐛
🔗 𝐕𝐢𝐬𝐢𝐭: 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦
Your perfect traditional-meets-modern outfit is just a tap away. 🌸
𝐄𝐱𝐩𝐥𝐨𝐫𝐞 • 𝐒𝐡𝐨𝐩 • 𝐖𝐞𝐚𝐫 𝐰𝐢𝐭𝐡 𝐩𝐫𝐢𝐝𝐞

#Bhutib #SubbaDress #LimbuDress #IkatFashion #CottonIkat #EthnicWearNepal #TraditionalFashion #NepaliFashion #NepaliEthnicWear #HimaliFashion #CulturalWear #HeritageStyle #ShopNepalOnline #EthnicElegance #WomenOfNepal #NepaliWomenStyle #EthnicGown #CulturalIdentity #FashionWithMeaning #ShopBhutib #BhutibCollection",0,0,0,0,2025-11-21 14:07:59+00:00,"✨ 𝐆𝐫𝐚𝐜𝐞 𝐫𝐨𝐨𝐭𝐞𝐝 𝐢𝐧 𝐡𝐞𝐫𝐢𝐭𝐚𝐠𝐞, 𝐬𝐭𝐲𝐥𝐞𝐝 𝐟𝐨𝐫 𝐭𝐨𝐝𝐚𝐲. Step into the beauty of tradition with our 𝐒𝐮𝐛𝐛𝐚 𝐒𝐞𝐭 𝐂𝐨𝐭𝐭𝐨𝐧 𝐈𝐤𝐚𝐭 𝐆𝐨𝐰𝐧 𝐃𝐫𝐞𝐬𝐬—a vibrant blend of cultural elegance and modern comfort. Perfectly crafted for Subba & Limbu women who love wearing their identity with pride. ❤️ Explore the details, feel the craftsmanship, and bring home a piece that honors your story. 👉 𝐒𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐨𝐨𝐤 𝐧𝐨𝐰 𝐚𝐭 𝐁𝐡𝐮𝐭𝐢𝐛 🔗 𝐕𝐢𝐬𝐢𝐭: 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦 Your perfect traditional-meets-modern outfit is just a tap away. 🌸 𝐄𝐱𝐩𝐥𝐨𝐫𝐞 • 𝐒𝐡𝐨𝐩 • 𝐖𝐞𝐚𝐫 𝐰𝐢𝐭𝐡 𝐩𝐫𝐢𝐝𝐞 #Bhutib #SubbaDress #LimbuDress #IkatFashion #CottonIkat #EthnicWearNepal #TraditionalFashion #NepaliFashion #NepaliEthnicWear #HimaliFashion #CulturalWear #HeritageStyle #ShopNepalOnline #EthnicElegance #WomenOfNepal #NepaliWomenStyle #EthnicGown #CulturalIdentity #FashionWithMeaning #ShopBhutib #BhutibCollection",True,English
Instagram,"Chapter 23: More beauty, more dreams, more me. 🌝💫
. 
. 
. 
#highlightseveryone #birthdayevening #23thbirthday #traditionalwear #viralpost",126,103,0,0,2026-04-19 06:55:13+00:00,"Chapter 23: More beauty, more dreams, more me. 🌝💫 . . . #highlightseveryone #birthdayevening #23thbirthday #traditionalwear #viralpost",True,English
Instagram,"V I N T A G E 💜

Gisteren vierde een lieve dame haar 23e verjaardag. 
Voor haar verjaardagsfeest mochten wij deze paarse vintage verjaardagstaart verzorgen. 
Redvelvet gevuld met witte chocolademousse, vanille crème & lemoncurd. 

Ben jij ook opzoek naar een geweldige verjaardagstaart?
Neem dan even een kijkje op onze webshop:

https://nathaliesbakery.nl/sweets-and-cake/
•
•
•
#birthday #23thbirthday #vintage #vintagecakes #taartbestellen",9,0,0,0,2026-04-11 08:07:30+00:00,"V I N T A G E 💜 Gisteren vierde een lieve dame haar 23e verjaardag. Voor haar verjaardagsfeest mochten wij deze paarse vintage verjaardagstaart verzorgen. Redvelvet gevuld met witte chocolademousse, vanille crème & lemoncurd. Ben jij ook opzoek naar een geweldige verjaardagstaart? Neem dan even een kijkje op onze webshop: • • • #birthday #23thbirthday #vintage #vintagecakes #taartbestellen",True,English
Instagram,"Your go-to for beautiful kurtha 🤍
Simple, stylish & comfortable piece
DM for orders
#kurtha #kurthaset♥️ #kurthaset #kurthanepal",5,0,0,0,2026-04-20 04:28:02+00:00,"Your go-to for beautiful kurtha 🤍 Simple, stylish & comfortable piece DM for orders #kurtha #kurthaset♥️ #kurthaset #kurthanepal",True,English
Instagram,Ware and shine ✨✨#kurtha #kurthanepal,3,0,0,0,2026-04-18 13:41:12+00:00,Ware and shine ✨✨#kurtha #kurthanepal,True,English
Instagram,Comfy summer essential - breathable cotton kurtha set✨#kurthanepal #nepalifashion #deliveryallovernepal #viral #trend,2,0,0,0,2026-04-15 04:10:25+00:00,Comfy summer essential - breathable cotton kurtha set✨#kurthanepal #nepalifashion #deliveryallovernepal #viral #trend,True,English
Instagram,#anarkali #nepalionlinestore #trend #kurthanepal,0,0,0,0,2026-04-14 15:58:49+00:00,#anarkali #nepalionlinestore #trend #kurthanepal,True,English
Instagram,"POV: you love kurthis ✨
#kurti #smallbusinessnepal🇳🇵 #kurthaset♥️ #kurthanepal #kurtis",12,1,0,0,2026-04-01 15:23:24+00:00,POV: you love kurthis ✨ #kurti #smallbusinessnepal🇳🇵 #kurthaset♥️ #kurthanepal #kurtis,True,English
Instagram,"The Kurtha Club ✨
Hello! Thank you for loving our Kurtha. 👗
🧵 Fabric:Cotton/Mulmul
📏 Sizes Available: S, M, L, XL, XXL
🚚 Delivery: Inside valley 
How to Order?
Please send us your Size, Location, and Phone Number to confirm! 🛍️

#TheKurthaClub #KurthaNepal #ChikankariLove #",-1,0,0,0,2026-03-17 07:16:06+00:00,"The Kurtha Club ✨ Hello! Thank you for loving our Kurtha. 👗 🧵 Fabric:Cotton/Mulmul 📏 Sizes Available: S, M, L, XL, XXL 🚚 Delivery: Inside valley How to Order? Please send us your Size, Location, and Phone Number to confirm! 🛍️ #TheKurthaClub #KurthaNepal #ChikankariLove #",True,English
Instagram,"Shop summer’s favorite colors in this breathable straight kurta, now at 40% off 🌸🦋

#kurthanepal #ethnicwearnepal #kurtinepal #bluekurti #pinkkurti 

(Kurtha, kurti top, kurtha top, kurta, blue kurti, pink kurti, blue kurta, pink kurta, Nepali ethnic wear, kurti look, kurta look, desi fit, explore page, for you page, cotton kurtha, Pinterest)",10,0,0,0,2026-02-22 07:20:24+00:00,"Shop summer’s favorite colors in this breathable straight kurta, now at 40% off 🌸🦋 #kurthanepal #ethnicwearnepal #kurtinepal #bluekurti #pinkkurti (Kurtha, kurti top, kurtha top, kurta, blue kurti, pink kurti, blue kurta, pink kurta, Nepali ethnic wear, kurti look, kurta look, desi fit, explore page, for you page, cotton kurtha, Pinterest)",True,English
Instagram,"PREMIUM LUXURY FANCY  SUMMER  COLLECTION 🪷
 BY 
🔥 *KAILEE FASHION* 🔥
Lunched new catlouge

👗*ROMA*👗 
Fabric: * PURE  COTTON + WEAVING SELF SHIFHALI COTTON *
 - Designer  style 👗
 🔺TOP:- *PURE COTTON*
WORK:- 
* *DESGINER FANCY THERD +  HA D work + work + kantha work +Accessory WoRK*

🔺BOTTOM  PANT : - * PURE COTTON + laces  Laces 
🔺Pant *FANCY BOTTM PURE  Cotton *
🔺DUPPTA :- * PURE TABY PRINTS + fancy  work *
Fully stiched Kurtis & pant & Duppta 
🔺*3psc *

Size: *M L, XL, 2XL 3XL *

Delivery all over Nepal #saanjhasringaar #kurthanepal #premiumqualitysuit #explorepage✨ #fyp",2,0,0,0,2026-02-11 19:32:06+00:00,"PREMIUM LUXURY FANCY SUMMER COLLECTION 🪷 BY 🔥 *KAILEE FASHION* 🔥 Lunched new catlouge 👗*ROMA*👗 Fabric: * PURE COTTON + WEAVING SELF SHIFHALI COTTON * - Designer style 👗 🔺TOP:- *PURE COTTON* WORK:- * *DESGINER FANCY THERD + HA D work + work + kantha work +Accessory WoRK* 🔺BOTTOM PANT : - * PURE COTTON + laces Laces 🔺Pant *FANCY BOTTM PURE Cotton * 🔺DUPPTA :- * PURE TABY PRINTS + fancy work * Fully stiched Kurtis & pant & Duppta 🔺*3psc * Size: *M L, XL, 2XL 3XL * Delivery all over Nepal #saanjhasringaar #kurthanepal #premiumqualitysuit #explorepage✨ #fyp",True,English
Instagram,"👑 *LADY LEELA* 👑 

———*_GULMOHAR_*———. 🦢
 
*TOP*👗 - Designer Embriodery & Handwork on Viscose Silk fabric Kurti with Exclusive both side Pocket Pattern. 

*BOTTOM*👖 - Pure Viscose Silk Pants with work

*DUPATTA* 🏳️‍🌈 - Exclusive Digital print on organza fabric with tassels

SIZES - *M, L, XL, XXL, 3XL*

*NOTE*- 
⭕️ Pure Cotton Inner inside Top
 #saanjhasringaar #kurthanepal #premiumqualitysuit #ethnicwearnepal #fyp",0,0,0,0,2026-02-02 18:45:07+00:00,"👑 *LADY LEELA* 👑 ———*_GULMOHAR_*———. 🦢 *TOP*👗 - Designer Embriodery & Handwork on Viscose Silk fabric Kurti with Exclusive both side Pocket Pattern. *BOTTOM*👖 - Pure Viscose Silk Pants with work *DUPATTA* 🏳️‍🌈 - Exclusive Digital print on organza fabric with tassels SIZES - *M, L, XL, XXL, 3XL* *NOTE*- ⭕️ Pure Cotton Inner inside Top #saanjhasringaar #kurthanepal #premiumqualitysuit #ethnicwearnepal #fyp",True,English
Instagram,"Twenty-Four Years of Wisdom: 

To my newborn self, just breathe and know you are already a miracle. 🕊️ At one, your curiosity is a superpower that will help you survive. 🎈 For age two, keep reaching for the things that make you feel small moments of joy. 🧸 At three, your voice matters even when it feels like no one is listening. 📣 For four-year-old me, it is okay to hide in your imagination when the world gets too loud. 🎨 At five, you are not responsible for the big people’s feelings around you. 🛡️ For age six, keep your heart soft even when things feel hard. 🌸 At seven, your sensitive soul is a gift, not a burden. 💎 For eight-year-old me, you are allowed to take up space in this world. 🌍 At nine, find the stories and poems that make you feel less alone. 📖 For age ten, you are so much braver than you realize. 🦁 At eleven, trust your gut when it tells you something isn’t right. 🧩 For twelve-year-old me, you don’t have to earn love; you deserve it just for existing. 💝 At thirteen, this awkwardness is just the beginning of a beautiful unfolding. ✨ For fourteen, it’s okay to be angry about what you’ve had to endure. 🔥 At fifteen, hold on to your dreams of a different life because they are coming true. 🌠 For sixteen-year-old me, you are finding your own path, and that is terrifying and wonderful. 🛣️ At seventeen, you are almost at the finish line of a very long race. 🏁 For eighteen, welcome to the first day of the rest of your life as your own person. 🎓 At nineteen, it’s okay to change your mind and start over as many times as you need. 🔄 For twenty-year-old me, healing is not a straight line, so be patient with your heart. 📈 At twenty-one, find the people who see your light and cherish it. 👯 For twenty-two, your career as a caregiver is proof of the immense love you have to give. 🎗️ At twenty-three, prioritize your peace above everything else. 🕯️ And now, at twenty-four, I look in the mirror and see a survivor who is finally learning how to thrive. 🎂🌈

•

•

•

•

•

#24thBirthday #InnerChildHealing #Resilience #HealingJourney #SelfAdvice",-1,2,0,0,2026-04-27 12:29:26+00:00,"Twenty-Four Years of Wisdom: To my newborn self, just breathe and know you are already a miracle. 🕊️ At one, your curiosity is a superpower that will help you survive. 🎈 For age two, keep reaching for the things that make you feel small moments of joy. 🧸 At three, your voice matters even when it feels like no one is listening. 📣 For four-year-old me, it is okay to hide in your imagination when the world gets too loud. 🎨 At five, you are not responsible for the big people’s feelings around you. 🛡️ For age six, keep your heart soft even when things feel hard. 🌸 At seven, your sensitive soul is a gift, not a burden. 💎 For eight-year-old me, you are allowed to take up space in this world. 🌍 At nine, find the stories and poems that make you feel less alone. 📖 For age ten, you are so much braver than you realize. 🦁 At eleven, trust your gut when it tells you something isn’t right. 🧩 For twelve-year-old me, you don’t have to earn love; you deserve it just for existing. 💝 At thirteen, this awkwardness is just the beginning of a beautiful unfolding. ✨ For fourteen, it’s okay to be angry about what you’ve had to endure. 🔥 At fifteen, hold on to your dreams of a different life because they are coming true. 🌠 For sixteen-year-old me, you are finding your own path, and that is terrifying and wonderful. 🛣️ At seventeen, you are almost at the finish line of a very long race. 🏁 For eighteen, welcome to the first day of the rest of your life as your own person. 🎓 At nineteen, it’s okay to change your mind and start over as many times as you need. 🔄 For twenty-year-old me, healing is not a straight line, so be patient with your heart. 📈 At twenty-one, find the people who see your light and cherish it. 👯 For twenty-two, your career as a caregiver is proof of the immense love you have to give. 🎗️ At twenty-three, prioritize your peace above everything else. 🕯️ And now, at twenty-four, I look in the mirror and see a survivor who is finally learning how to thrive. 🎂🌈 • • • • • #24thBirthday #InnerChildHealing #Resilience #HealingJourney #SelfAdvice",True,English
Instagram,"Celebrating 24 with the ones who matter most 🥂
swipe to see the weekend party unfold 🥂

24th birthday dinner with family 🤍✨ feeling grateful, loved, and surrounded by my forever people. simple moments, good food, and the kind of happiness that stays 🥂 #birthdayvibes #gratitude

#24thbirthday #birthdaygirl #birthdaydinner familytime gratefulheart birthdaycelebration delhidiaries indiangirl lifestyleblogger birthdaymoments goodvibesonly celebrationmode instagood instadaily loveandlight familylove birthdaynight aestheticvibes reelitfeelit fypシ explorepage exploremore trendingreels viralreels reflectionofyou",-1,2,0,0,2026-04-25 18:49:54+00:00,"Celebrating 24 with the ones who matter most 🥂 swipe to see the weekend party unfold 🥂 24th birthday dinner with family 🤍✨ feeling grateful, loved, and surrounded by my forever people. simple moments, good food, and the kind of happiness that stays 🥂 #birthdayvibes #gratitude #24thbirthday #birthdaygirl #birthdaydinner familytime gratefulheart birthdaycelebration delhidiaries indiangirl lifestyleblogger birthdaymoments goodvibesonly celebrationmode instagood instadaily loveandlight familylove birthdaynight aestheticvibes reelitfeelit fypシ explorepage exploremore trendingreels viralreels reflectionofyou",True,English
Instagram,"If you’re going to share a birthday with your bestie, you might as well get two cakes, right?! 
These two 6” heart cakes were the perfect order for a pair of besties that share a birthday! I love how each are unique to their style 💌 Thank you for ordering, Amy! 
-
#orlandocakedecorator #orlandosmallbusiness #heartcake #24thbirthday #explorepage",44,2,0,0,2026-04-25 18:32:39+00:00,"If you’re going to share a birthday with your bestie, you might as well get two cakes, right?! These two 6” heart cakes were the perfect order for a pair of besties that share a birthday! I love how each are unique to their style 💌 Thank you for ordering, Amy! - #orlandocakedecorator #orlandosmallbusiness #heartcake #24thbirthday #explorepage",True,English
Instagram,"love how everyone knows my love languages so wellll!!!!!!!💕🤍
.
.
.
.
.
.
.
.
( birthday , 24 , birthday wishes , birthday cake , decor , another year , birthday outfit , fits , gifts , blessings , friends , family, flowers ) 
#birthday #24thbirthday #birthdaydinner #explore",89,6,0,0,2026-04-25 14:15:46+00:00,"love how everyone knows my love languages so wellll!!!!!!!💕🤍 . . . . . . . . ( birthday , 24 , birthday wishes , birthday cake , decor , another year , birthday outfit , fits , gifts , blessings , friends , family, flowers ) #birthday #24thbirthday #birthdaydinner #explore",True,English
Instagram,"✨ Fresh & Stylish Cotton Kurtisets Are Here! ✨

Ladies of Nepal, elevate your everyday style with our ready-to-wear stitched cotton Kurtisets – soft, comfortable, and perfect for all occasions! 💖

🛍 Available at Shri Krishna Fashion Collection, Baglung
💃 Sizes: M to 2XL – something for everyone!

Come pick your favorite design and add a pop of color to your wardrobe! 🌸

#ShriKrishnaFashion #CottonKurtiset #NepaliWomenFashion #BaglungShopping #FashionForAll",0,0,0,0,2026-01-30 13:22:40+00:00,"✨ Fresh & Stylish Cotton Kurtisets Are Here! ✨ Ladies of Nepal, elevate your everyday style with our ready-to-wear stitched cotton Kurtisets – soft, comfortable, and perfect for all occasions! 💖 🛍 Available at Shri Krishna Fashion Collection, Baglung 💃 Sizes: M to 2XL – something for everyone! Come pick your favorite design and add a pop of color to your wardrobe! 🌸 #ShriKrishnaFashion #CottonKurtiset #NepaliWomenFashion #BaglungShopping #FashionForAll",True,English
Instagram,"𝐂𝐞𝐥𝐞𝐛𝐫𝐚𝐭𝐞 𝐭𝐫𝐚𝐝𝐢𝐭𝐢𝐨𝐧 𝐰𝐢𝐭𝐡 𝐞𝐥𝐞𝐠𝐚𝐧𝐜𝐞 🙌💙
Our 𝐂𝐨𝐭𝐭𝐨𝐧 𝐒𝐭𝐫𝐢𝐩𝐞𝐝 𝐓𝐚𝐦𝐚𝐧𝐠 𝐖𝐫𝐚𝐩𝐩𝐞𝐫 (𝐖𝐨𝐦𝐞𝐧’𝐬 𝐏𝐡𝐚𝐫𝐢𝐲𝐚) brings the timeless beauty of Nepali Tamang culture into your everyday wardrobe. Handcrafted, comfortable, and made from premium cotton—perfect for festivals, special occasions, or daily wear.

✨𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐚𝐧𝐝 𝐬𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐚𝐭𝐞𝐬𝐭 𝐚𝐫𝐫𝐢𝐯𝐚𝐥 𝐚𝐭 𝐛𝐡𝐮𝐭𝐢𝐛
👉 𝐕𝐢𝐬𝐢𝐭: 𝐡𝐭𝐭𝐩𝐬://𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦/

Tap the link & bring home authentic heritage fashion today! 💫

#TamangPhariya #TamangDress #NepaliTraditionalWear #Bhutib #NepaliFashion #EthnicWearNepal #HandwovenFashion #NepaliCulture #TraditionalStyle #NepaliWomenFashion #ShopNepaliBrands #EthnicOutfit #HandcraftedNepal #CulturalFashion #HeritageFashion #AuthenticNepaliWear #PhariyaStyle",2,0,0,0,2026-01-05 18:12:40+00:00,"𝐂𝐞𝐥𝐞𝐛𝐫𝐚𝐭𝐞 𝐭𝐫𝐚𝐝𝐢𝐭𝐢𝐨𝐧 𝐰𝐢𝐭𝐡 𝐞𝐥𝐞𝐠𝐚𝐧𝐜𝐞 🙌💙 Our 𝐂𝐨𝐭𝐭𝐨𝐧 𝐒𝐭𝐫𝐢𝐩𝐞𝐝 𝐓𝐚𝐦𝐚𝐧𝐠 𝐖𝐫𝐚𝐩𝐩𝐞𝐫 (𝐖𝐨𝐦𝐞𝐧’𝐬 𝐏𝐡𝐚𝐫𝐢𝐲𝐚) brings the timeless beauty of Nepali Tamang culture into your everyday wardrobe. Handcrafted, comfortable, and made from premium cotton—perfect for festivals, special occasions, or daily wear. ✨𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐚𝐧𝐝 𝐬𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐚𝐭𝐞𝐬𝐭 𝐚𝐫𝐫𝐢𝐯𝐚𝐥 𝐚𝐭 𝐛𝐡𝐮𝐭𝐢𝐛 👉 𝐕𝐢𝐬𝐢𝐭: 𝐡𝐭𝐭𝐩𝐬://𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦/ Tap the link & bring home authentic heritage fashion today! 💫 #TamangPhariya #TamangDress #NepaliTraditionalWear #Bhutib #NepaliFashion #EthnicWearNepal #HandwovenFashion #NepaliCulture #TraditionalStyle #NepaliWomenFashion #ShopNepaliBrands #EthnicOutfit #HandcraftedNepal #CulturalFashion #HeritageFashion #AuthenticNepaliWear #PhariyaStyle",True,English
