platform,phase,source,text,likes,comments,shares,views,date,pre_sentiment,age,text_clean,language,fashion_category
Instagram,Phase1,Nepal_Primary,"Brithaday pic's ❤️🔱
.
.
.
.
#BirthdayVibes
#PushpaStyle
#InstaViralIndia
#20thBirthday
#ʀᴇᴇʟsɪɴᴅɪᴀ",-1,3,0,0,2026-04-26T15:38:58.000Z,,,Brithaday pic's ❤️🔱 . . . . #BirthdayVibes #PushpaStyle #InstaViralIndia #20thBirthday #ʀᴇᴇʟsɪɴᴅɪᴀ,English,General Fashion
Instagram,Phase1,Nepal_Primary,"#birthdaycake

For orders and queries kindly whatsapp us on 0333-5845480 

#20thbirthday #heartcake #viral #orderonline",5,0,0,0,2026-04-26T14:53:01.000Z,,,#birthdaycake For orders and queries kindly whatsapp us on 0333-5845480 #20thbirthday #heartcake #viral #orderonline,English,General Fashion
Instagram,Phase1,Nepal_Primary,"""Stepping into 2083 BS with a fresh perspective. 🥂 Explore the new 'Modern Minimalist' collection at Rama’s Style Studio—where tradition meets contemporary tailoring. Happy Nepali, New Year! 🇳🇵

 #RamasStyleStudio #NewYear2083 #ModernNepaliFashion""",1,0,0,0,2026-04-14T08:09:40.000Z,,,"""Stepping into 2083 BS with a fresh perspective. 🥂 Explore the new 'Modern Minimalist' collection at Rama’s Style Studio—where tradition meets contemporary tailoring. Happy Nepali, New Year! 🇳🇵 #RamasStyleStudio #NewYear2083 #ModernNepaliFashion""",English,Indo-Western/Fusion
Instagram,Phase1,Nepal_Primary,"Elegant, comfortable, and perfect for any occasion — designed to make every woman feel confident and stylish 🇳🇵✨

📏 Available Sizes: M | L | XL | XXL
💰 14% OFF!
📅 Discount valid throughout February

🚚 Delivery all over Nepal
🛍️ Online-only shopping
📦 Limited stock
📲 Order now via DM, WhatsApp at +977-9811451965

Step into style with Cheli Wears 💃

#CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL",6,0,0,0,2026-02-12T14:00:16.000Z,,,"Elegant, comfortable, and perfect for any occasion — designed to make every woman feel confident and stylish 🇳🇵✨ 📏 Available Sizes: M | L | XL | XXL 💰 14% OFF! 📅 Discount valid throughout February 🚚 Delivery all over Nepal 🛍️ Online-only shopping 📦 Limited stock 📲 Order now via DM, WhatsApp at +977-9811451965 Step into style with Cheli Wears 💃 #CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"Elegant, comfortable, and perfect for any occasion — this kurtha is designed to bring out your beauty and confidence 🇳🇵✨

📏 Available Sizes: M | L | XL | XXL
💰 14% OFF!
📅 Discount valid throughout February

🚚 Delivery all over Nepal
🛍️ Online-only shopping
📦 Limited stock
📲 Order now via DM, WhatsApp at +977-9811451965

Step into elegance with Cheli Wears 💃
PFS-KBD 1083

#CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",10,0,0,0,2026-02-12T01:45:11.000Z,,,"Elegant, comfortable, and perfect for any occasion — this kurtha is designed to bring out your beauty and confidence 🇳🇵✨ 📏 Available Sizes: M | L | XL | XXL 💰 14% OFF! 📅 Discount valid throughout February 🚚 Delivery all over Nepal 🛍️ Online-only shopping 📦 Limited stock 📲 Order now via DM, WhatsApp at +977-9811451965 Step into elegance with Cheli Wears 💃 PFS-KBD 1083 #CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"Elegant, stylish, and perfect for any occasion — designed to make every woman feel confident and beautiful 🇳🇵✨

📏 Available Sizes: M | L | XL | XXL
💰 14% OFF!
📅 Discount valid throughout February

🚚 Delivery all over Nepal
🛍️ Online-only shopping
📦 Limited stock
📲 Order now via DM, WhatsApp at +977-9811451965

Step into elegance with Cheli Wears 💃
STX-35112

#CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",10,0,0,0,2026-02-12T01:45:06.000Z,,,"Elegant, stylish, and perfect for any occasion — designed to make every woman feel confident and beautiful 🇳🇵✨ 📏 Available Sizes: M | L | XL | XXL 💰 14% OFF! 📅 Discount valid throughout February 🚚 Delivery all over Nepal 🛍️ Online-only shopping 📦 Limited stock 📲 Order now via DM, WhatsApp at +977-9811451965 Step into elegance with Cheli Wears 💃 STX-35112 #CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"💃 Perfect for festive occasions or daily wear, crafted with love and attention to detail.

📏 Available Sizes: M | L | XL | XXL
💰 14% OFF!
📅 Offer valid throughout February

🚚 Delivery all over Nepal
🛍️ Online-only shopping
📦 Limited stock available
📲 Order now via DM, WhatsApp at +977-9811451965

✨ Be bold. Be beautiful. Be a Cheli. ✨
SMP-Roman Silk Work -2 

#CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",10,0,0,0,2026-02-12T01:45:05.000Z,,,"💃 Perfect for festive occasions or daily wear, crafted with love and attention to detail. 📏 Available Sizes: M | L | XL | XXL 💰 14% OFF! 📅 Offer valid throughout February 🚚 Delivery all over Nepal 🛍️ Online-only shopping 📦 Limited stock available 📲 Order now via DM, WhatsApp at +977-9811451965 ✨ Be bold. Be beautiful. Be a Cheli. ✨ SMP-Roman Silk Work -2 #CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"Perfect for casual or festive occasions, designed to make every woman feel stylish and confident 🇳🇵✨

📏 Available Sizes: M | L | XXL
💰 14% OFF!
📅 Discount valid throughout February

🚚 Delivery all over Nepal
🛍️ Online-only shopping
📦 Limited stock
📲 Order now via DM, WhatsApp at +977-9811451965

Step out in style with Cheli Wears 💃
SHP-SHIVANI-6

#CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",9,0,0,0,2026-02-11T16:20:50.000Z,,,"Perfect for casual or festive occasions, designed to make every woman feel stylish and confident 🇳🇵✨ 📏 Available Sizes: M | L | XXL 💰 14% OFF! 📅 Discount valid throughout February 🚚 Delivery all over Nepal 🛍️ Online-only shopping 📦 Limited stock 📲 Order now via DM, WhatsApp at +977-9811451965 Step out in style with Cheli Wears 💃 SHP-SHIVANI-6 #CheliWears #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale #SizesMtoXXL""",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"Elegant, comfortable, and perfect for casual or festive occasions — designed to make every woman feel confident and beautiful 🇳🇵✨

📏 Available Sizes: S | 2XL
💰 14% OFF!
📅 Discount valid throughout February

🚚 Delivery all over Nepal
🛍️ Online-only shopping
📦 Limited stock
📲 Order now via DM, WhatsApp at +977-9811451965

Step into style with Cheli Wears 💃
MIK-250

#CheliWears #LightGreenKurtha #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale",9,0,0,0,2026-02-11T16:13:23.000Z,,,"Elegant, comfortable, and perfect for casual or festive occasions — designed to make every woman feel confident and beautiful 🇳🇵✨ 📏 Available Sizes: S | 2XL 💰 14% OFF! 📅 Discount valid throughout February 🚚 Delivery all over Nepal 🛍️ Online-only shopping 📦 Limited stock 📲 Order now via DM, WhatsApp at +977-9811451965 Step into style with Cheli Wears 💃 MIK-250 #CheliWears #LightGreenKurtha #NepaliClothingBrand #WomenFashionNepal #EthnicWearNepal #OnlineBoutiqueNepal #KurthaStyle #ModernNepaliFashion #NepalOnlineShopping #FebruarySale",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"""✨ We’re officially OPEN! ✨

Introducing Cheli Wears — a women’s clothing brand inspired by Nepali culture, elegance, and modern style 🇳🇵👗

🎉 GRAND OPENING OFFER 🎉
🔥 14% OFF on ALL CLOTHES
📅 Valid throughout February

🛍️ Online-only shopping
🚚 Delivery all over Nepal
📦 Limited stock available
📲 Order via DM, WhatsApp at 9811451965

Start your style journey with us 💛
Because every Cheli deserves to shine ✨

#CheliWears #NepaliClothingBrand #WomenFashionNepal #NepaliWear #OnlineBoutiqueNepal #EthnicWearNepal #ModernNepaliFashion #FebruarySale #NepalOnlineShopping #Launch10Feb""",9,0,0,0,2026-02-11T16:04:44.000Z,,,"""✨ We’re officially OPEN! ✨ Introducing Cheli Wears — a women’s clothing brand inspired by Nepali culture, elegance, and modern style 🇳🇵👗 🎉 GRAND OPENING OFFER 🎉 🔥 14% OFF on ALL CLOTHES 📅 Valid throughout February 🛍️ Online-only shopping 🚚 Delivery all over Nepal 📦 Limited stock available 📲 Order via DM, WhatsApp at 9811451965 Start your style journey with us 💛 Because every Cheli deserves to shine ✨ #CheliWears #NepaliClothingBrand #WomenFashionNepal #NepaliWear #OnlineBoutiqueNepal #EthnicWearNepal #ModernNepaliFashion #FebruarySale #NepalOnlineShopping #Launch10Feb""",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"Joshua Tromp shines with effortless style and charisma in DNA’s premium collection. ⚡ Whether on or off the pitch, his vibe speaks volumes. DNA is the vibe, redefining men’s fashion with every design. 🖤

#JoshuaTromp #DNAFashionNepal #MensWearNepal #NepaliFashion #MensStyle #NepalStreetStyle #EthnicWearNepal #ModernNepaliFashion #NepaleseTradition #NepaliVibes #ExploreNepal #TrendingNepal #FashionNepal #VisitNepal #SmartCasual #BoldPatterns #SustainableFashionNepal",146,1,0,0,2024-12-12T16:38:01.000Z,,,"Joshua Tromp shines with effortless style and charisma in DNA’s premium collection. ⚡ Whether on or off the pitch, his vibe speaks volumes. DNA is the vibe, redefining men’s fashion with every design. 🖤 #JoshuaTromp #DNAFashionNepal #MensWearNepal #NepaliFashion #MensStyle #NepalStreetStyle #EthnicWearNepal #ModernNepaliFashion #NepaleseTradition #NepaliVibes #ExploreNepal #TrendingNepal #FashionNepal #VisitNepal #SmartCasual #BoldPatterns #SustainableFashionNepal",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"Standing tall, confident, and unstoppable—Ben Mike redefines elegance in DNA’s signature white attire. ✨ This look isn’t just about fashion; it’s about embodying the vibe of sophistication, comfort, and power. 
🖤 DNA Fashion Nepal brings you premium designs crafted for those who dare to make a statement.

Step into a world where style meets attitude. DNA is the vibe. ⚡
#DNAFashionNepal #MensFashion #ElevateYourStyle #NepalPremierLeague #NPL2024 #JanakpurBolts #CricketNepal #CricketLife #SupportLocal #JanakpurPride #BoltsThunder #GameOnNepal #menswear #MensWearNepal #NepaliFashion #MensStyle #NepalStreetStyle #EthnicWearNepal #ModernNepaliFashion #NepaleseTradition #NepaliVibes #ExploreNepal #TrendingNepal #FashionNepal #VisitNepal #SmartCasual #BoldPatterns #SustainableFashionNepal",86,2,0,0,2024-12-12T16:00:30.000Z,,,"Standing tall, confident, and unstoppable—Ben Mike redefines elegance in DNA’s signature white attire. ✨ This look isn’t just about fashion; it’s about embodying the vibe of sophistication, comfort, and power. 🖤 DNA Fashion Nepal brings you premium designs crafted for those who dare to make a statement. Step into a world where style meets attitude. DNA is the vibe. ⚡ #DNAFashionNepal #MensFashion #ElevateYourStyle #NepalPremierLeague #NPL2024 #JanakpurBolts #CricketNepal #CricketLife #SupportLocal #JanakpurPride #BoltsThunder #GameOnNepal #menswear #MensWearNepal #NepaliFashion #MensStyle #NepalStreetStyle #EthnicWearNepal #ModernNepaliFashion #NepaleseTradition #NepaliVibes #ExploreNepal #TrendingNepal #FashionNepal #VisitNepal #SmartCasual #BoldPatterns #SustainableFashionNepal",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"This Christmas season, elevate your winter wardrobe with refined tailoring 🎄✨

Our Wales Check tweed jacket, detailed with subtle suede accents, is custom-tailored for women at The Suit Studio, Kathmandu, where heritage craftsmanship meets modern feminine silhouettes.

Designed for women who appreciate structure, comfort, and understated luxury, this bespoke piece features premium tweed, elegant suede elbow patches, and a fit tailored precisely to you. Ideal for festive celebrations, winter styling, and statement everyday wear.

📍 Specialist tailor for women’s suits in Kathmandu, Nepal
🎄 Christmas | Winter | Festive Collection
📞 Book your personal fitting today

Fedora Hat @opulence_mennepal 
White Turtle Neck @trikayaknitwear 

#TheSuitStudio #TSSNepal #WomensTailoringNepal #TailorForWomenNepal
#WomenSuitKathmandu #LadiesSuitNepal #CustomSuitNepal
#ChristmasWearNepal #FestiveFashionNepal #WinterStyleNepal
#TweedJacket #WalesCheck #SuedeDetails #LuxuryTailoring
#NepalFashion #MadeInNepal #BespokeWomenswear
#KathmanduTailor #womenintailoring",54,0,0,0,2025-12-25T10:41:40.000Z,,,"This Christmas season, elevate your winter wardrobe with refined tailoring 🎄✨ Our Wales Check tweed jacket, detailed with subtle suede accents, is custom-tailored for women at The Suit Studio, Kathmandu, where heritage craftsmanship meets modern feminine silhouettes. Designed for women who appreciate structure, comfort, and understated luxury, this bespoke piece features premium tweed, elegant suede elbow patches, and a fit tailored precisely to you. Ideal for festive celebrations, winter styling, and statement everyday wear. 📍 Specialist tailor for women’s suits in Kathmandu, Nepal 🎄 Christmas | Winter | Festive Collection 📞 Book your personal fitting today Fedora Hat White Turtle Neck #TheSuitStudio #TSSNepal #WomensTailoringNepal #TailorForWomenNepal #WomenSuitKathmandu #LadiesSuitNepal #CustomSuitNepal #ChristmasWearNepal #FestiveFashionNepal #WinterStyleNepal #TweedJacket #WalesCheck #SuedeDetails #LuxuryTailoring #NepalFashion #MadeInNepal #BespokeWomenswear #KathmanduTailor #womenintailoring",English,Western/Casual
Instagram,Phase1,Nepal_Primary,"This Christmas, shine a little brighter. ✨
Discover Original H&M jewellery & accessories — perfect to wear and perfect to gift.
Elegant, festive, and made to elevate every holiday outfit. 🎁💫

Limited stock • Fast Delivery
DM to order your Christmas favourites.

#HMMNepal #HandMAccessories #HandMJewellery #ChristmasSaleNepal #ChristmasGiftsNepal #HolidayAccessories #FestiveFashionNepal #GiftIdeasNepal #OriginalHNMGoods #NepalShopping",12,0,0,0,2025-12-03T07:45:46.000Z,,,"This Christmas, shine a little brighter. ✨ Discover Original H&M jewellery & accessories — perfect to wear and perfect to gift. Elegant, festive, and made to elevate every holiday outfit. 🎁💫 Limited stock • Fast Delivery DM to order your Christmas favourites. #HMMNepal #HandMAccessories #HandMJewellery #ChristmasSaleNepal #ChristmasGiftsNepal #HolidayAccessories #FestiveFashionNepal #GiftIdeasNepal #OriginalHNMGoods #NepalShopping",English,Accessories
Instagram,Phase1,Nepal_Primary,"✨ Rust Orange Party-Wear Kurta Set ✨
Vichitra silk with elegant embroidery 💫
Available in sizes M–XL 🛍️

#rustorangekurta #partywear #vichitrasilkembroidery #elegantkurtaset #partywearforher #sizesmtoxl #festivefashionnepal #ethnicwearnepal #shopnownepal #kurthaset #lulaz_wear #deliveryallovernepal",-1,2,0,0,2025-12-01T03:57:25.000Z,,,✨ Rust Orange Party-Wear Kurta Set ✨ Vichitra silk with elegant embroidery 💫 Available in sizes M–XL 🛍️ #rustorangekurta #partywear #vichitrasilkembroidery #elegantkurtaset #partywearforher #sizesmtoxl #festivefashionnepal #ethnicwearnepal #shopnownepal #kurthaset #lulaz_wear #deliveryallovernepal,English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"💫 Price:
Regular Sizes – RS 2830
Plus Sizes – RS 2980

✨ Orchid Nepal Collection – Tihar Special Launch ✨

Celebrate the season of colors and light with this Pure Heavy Cotton Embroidered Kurti Set — a perfect blend of comfort, tradition, and effortless charm 💖

Beautifully detailed embroidery work, soft breathable cotton, and a matching dupatta that ties it all together — this set is made to make your Tihar glow brighter ✨

👗 Kurti: Heavy Cotton with elegant embroidery
👖 Pant: Soft cotton comfort fit
🧣 Dupatta: Coordinated cotton dupatta for a complete festive look

📏 Sizes: M(38), L(40), XL(42), XXL(44)
🌸 Plus Sizes: 4XL(48), 5XL(50), 6XL(52), 7XL(54)
🎨 Available Colors: 4 festive shades

🚚 Delivery All Over Nepal & Worldwide 🌍

#OrchidNepal #OrchidNepalCollection #TiharSpecial #TiharVibes #FestiveFashionNepal #EthnicWearNepal #CottonKurtiSet #PlusSizeKurtisNepal #LuxuryEthnicWear #OrchidStyle #NepalFashion",1,0,0,0,2025-10-07T18:26:24.000Z,,,"💫 Price: Regular Sizes – RS 2830 Plus Sizes – RS 2980 ✨ Orchid Nepal Collection – Tihar Special Launch ✨ Celebrate the season of colors and light with this Pure Heavy Cotton Embroidered Kurti Set — a perfect blend of comfort, tradition, and effortless charm 💖 Beautifully detailed embroidery work, soft breathable cotton, and a matching dupatta that ties it all together — this set is made to make your Tihar glow brighter ✨ 👗 Kurti: Heavy Cotton with elegant embroidery 👖 Pant: Soft cotton comfort fit 🧣 Dupatta: Coordinated cotton dupatta for a complete festive look 📏 Sizes: M(38), L(40), XL(42), XXL(44) 🌸 Plus Sizes: 4XL(48), 5XL(50), 6XL(52), 7XL(54) 🎨 Available Colors: 4 festive shades 🚚 Delivery All Over Nepal & Worldwide 🌍 #OrchidNepal #OrchidNepalCollection #TiharSpecial #TiharVibes #FestiveFashionNepal #EthnicWearNepal #CottonKurtiSet #PlusSizeKurtisNepal #LuxuryEthnicWear #OrchidStyle #NepalFashion",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"💫 Price:
Regular Sizes – RS 2940
Plus Sizes – RS 3110

🌸 Orchid Nepal Collection – Tihar Special 🌸

Bring home effortless elegance this festive season with our Original Mal Cotton Set, crafted with premium handwork and patch detailing that exudes sophistication. 💕

The floral-printed kurta with intricate neck embroidery, side pockets, and highlighted dupatta makes it the perfect pick for festive gatherings or casual celebrations.

👗 Kurta: Mal Cotton with handwork patch & side pockets (Length – 45"")
👖 Pant: Soft cotton comfort fit (Length – 38"")
🧣 Dupatta: 2.3m mal cotton dupatta with highlight detailing

📏 Sizes: M(38), L(40), XL(42), XXL(44), 3XL(46)
🌸 Plus Sizes: 4XL(48), 5XL(50), 6XL(52), 7XL(54)

✨ 100% Showroom Quality
🚚 Delivery all over Nepal & worldwide

#OrchidNepal #OrchidNepalCollection #TiharVibes #FestiveFashionNepal #CottonKurtiNepal #HandworkKurti #PatchworkKurti #PlusSizeKurtisNepal #EthnicElegance #LuxuryKurtiSet #NepalFashion",1,0,0,0,2025-10-07T18:21:55.000Z,,,"💫 Price: Regular Sizes – RS 2940 Plus Sizes – RS 3110 🌸 Orchid Nepal Collection – Tihar Special 🌸 Bring home effortless elegance this festive season with our Original Mal Cotton Set, crafted with premium handwork and patch detailing that exudes sophistication. 💕 The floral-printed kurta with intricate neck embroidery, side pockets, and highlighted dupatta makes it the perfect pick for festive gatherings or casual celebrations. 👗 Kurta: Mal Cotton with handwork patch & side pockets (Length – 45"") 👖 Pant: Soft cotton comfort fit (Length – 38"") 🧣 Dupatta: 2.3m mal cotton dupatta with highlight detailing 📏 Sizes: M(38), L(40), XL(42), XXL(44), 3XL(46) 🌸 Plus Sizes: 4XL(48), 5XL(50), 6XL(52), 7XL(54) ✨ 100% Showroom Quality 🚚 Delivery all over Nepal & worldwide #OrchidNepal #OrchidNepalCollection #TiharVibes #FestiveFashionNepal #CottonKurtiNepal #HandworkKurti #PatchworkKurti #PlusSizeKurtisNepal #EthnicElegance #LuxuryKurtiSet #NepalFashion",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"🌸 Orchid Nepal Collection – Tihar Special 🌸

Step into the season of celebration with this ethereal Tabby Organza Mukesh Work Set. ✨
Graceful, lightweight, and luxurious — designed for women who love understated elegance.

👗 Top: Pure Tabby Organza with intricate Mukesh handwork & micro cotton inner
👖 Plazzo: Flowing Tabby Organza, fully stitched with elastic comfort
🧣 Dupatta: Soft organza dupatta with 4-side lace border (2.2 m)

📏 Available Sizes: M(38), XL(42), XXL(44) with 3XL margin
⚖️ Weight: ~1 kg

💐 Elegant | Festive | Effortless 💐
🚚 Delivery available all over Nepal & worldwide 🌍

#OrchidNepal #OrchidNepalCollection #TiharCollection #TiharVibes #OrganzaElegance #MukeshWork #KurtiSetNepal #LuxuryEthnicWear #FestiveFashionNepal #EleganceInEveryThread",19,0,0,0,2025-10-06T05:39:08.000Z,,,"🌸 Orchid Nepal Collection – Tihar Special 🌸 Step into the season of celebration with this ethereal Tabby Organza Mukesh Work Set. ✨ Graceful, lightweight, and luxurious — designed for women who love understated elegance. 👗 Top: Pure Tabby Organza with intricate Mukesh handwork & micro cotton inner 👖 Plazzo: Flowing Tabby Organza, fully stitched with elastic comfort 🧣 Dupatta: Soft organza dupatta with 4-side lace border (2.2 m) 📏 Available Sizes: M(38), XL(42), XXL(44) with 3XL margin ⚖️ Weight: ~1 kg 💐 Elegant | Festive | Effortless 💐 🚚 Delivery available all over Nepal & worldwide 🌍 #OrchidNepal #OrchidNepalCollection #TiharCollection #TiharVibes #OrganzaElegance #MukeshWork #KurtiSetNepal #LuxuryEthnicWear #FestiveFashionNepal #EleganceInEveryThread",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"💫 Price: RS 2860 💫
🌸 Komal Thread Collection 🌸

Elegant new designer kurti pant dupatta set 💕
✨ Soft rayon slub fabric with beautiful cotton thread embroidery
✨ Dupatta in chanderi digital print with latkan detailing
✨ Comfortable cotton inner for all-day wear

📏 Sizes: S, M, L, XL, XXL, 3XL
🌿 Fabric: Rayon Slub + Cotton + Chanderi
🚚 Delivery all over Nepal & worldwide 
#komalthreads #KurtiSetNepal #NepaliEthnicWear #TiharCollection #TiharVibes #KurtiNepal #FestiveFashionNepal",-1,1,0,0,2025-10-05T14:14:19.000Z,,,"💫 Price: RS 2860 💫 🌸 Komal Thread Collection 🌸 Elegant new designer kurti pant dupatta set 💕 ✨ Soft rayon slub fabric with beautiful cotton thread embroidery ✨ Dupatta in chanderi digital print with latkan detailing ✨ Comfortable cotton inner for all-day wear 📏 Sizes: S, M, L, XL, XXL, 3XL 🌿 Fabric: Rayon Slub + Cotton + Chanderi 🚚 Delivery all over Nepal & worldwide #komalthreads #KurtiSetNepal #NepaliEthnicWear #TiharCollection #TiharVibes #KurtiNepal #FestiveFashionNepal",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"One-shoulder net kurta with black sequin motifs, paired with a chic sharara. Perfect for weddings, receptions & festive nights🖤✨

#NepalFashion #EthnicWearNepal #ShararaStyle #NepalDesigner #NepalOutfit #KurtaLove #OneShoulderStyle #FestiveFashionNepal #NepalStyle #MadeInNepal #Saaranz",21,0,0,0,2025-09-21T10:35:55.000Z,,,"One-shoulder net kurta with black sequin motifs, paired with a chic sharara. Perfect for weddings, receptions & festive nights🖤✨ #NepalFashion #EthnicWearNepal #ShararaStyle #NepalDesigner #NepalOutfit #KurtaLove #OneShoulderStyle #FestiveFashionNepal #NepalStyle #MadeInNepal #Saaranz",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"Festivals are about love, blessings & traditions ✨ 
Let your little one shine in ethnic wear made for these special moments 
Dashain Vibes ❤️
Perfect festive look for your little ones ❤️

#kidswearnepal #babyoutfitnepal #dashainoutfit #tiharoutfit #ethnikkidswear #nepalmoms #nepalparents #swaddlebabynepal #festivefashionnepal #babystyle",0,0,0,0,2025-09-21T07:09:39.000Z,,,"Festivals are about love, blessings & traditions ✨ Let your little one shine in ethnic wear made for these special moments Dashain Vibes ❤️ Perfect festive look for your little ones ❤️ #kidswearnepal #babyoutfitnepal #dashainoutfit #tiharoutfit #ethnikkidswear #nepalmoms #nepalparents #swaddlebabynepal #festivefashionnepal #babystyle",English,Traditional/Ethnic
Instagram,Phase1,Nepal_Primary,"✨ Price: RS 2870/- (M–3XL)
✨ Price: RS 3070/- (4XL–7XL)

Orchid Nepal Collection | Plus Size Dashain Special 🌸💃

Breathe easy in style this Dashain with our Pure Mul Cotton Pant Set, designed for elegance, comfort & festive grace. 🌼

👗 Kurti: Mul cotton with heavy floral embroidery, matching prints (47"" length)
👖 Pant: Comfortable mul cotton (38"")
🧣 Dupatta: Mul cotton, soft & airy (2.2 mtr)
📏 Sizes: M, L, XL, XXL, 3XL | Plus Sizes: 4XL–7XL
🌸 Perfect for daily wear, festive gatherings & casual outings

🌍 Delivery across Nepal & Worldwide
💎 Premium Quality | Ready to Dispatch

#OrchidNepal #OrchidNepalCollection #PlusSizeKurtisNepal #Dashain2025 #FestiveFashionNepal #OrchidStyle",-1,0,0,0,2025-09-18T03:19:30.000Z,,,"✨ Price: RS 2870/- (M–3XL) ✨ Price: RS 3070/- (4XL–7XL) Orchid Nepal Collection | Plus Size Dashain Special 🌸💃 Breathe easy in style this Dashain with our Pure Mul Cotton Pant Set, designed for elegance, comfort & festive grace. 🌼 👗 Kurti: Mul cotton with heavy floral embroidery, matching prints (47"" length) 👖 Pant: Comfortable mul cotton (38"") 🧣 Dupatta: Mul cotton, soft & airy (2.2 mtr) 📏 Sizes: M, L, XL, XXL, 3XL | Plus Sizes: 4XL–7XL 🌸 Perfect for daily wear, festive gatherings & casual outings 🌍 Delivery across Nepal & Worldwide 💎 Premium Quality | Ready to Dispatch #OrchidNepal #OrchidNepalCollection #PlusSizeKurtisNepal #Dashain2025 #FestiveFashionNepal #OrchidStyle",English,Traditional/Ethnic
